topo,seed,flowNum,cc,randOffset,slots,multiFactor,state,maxFctNs,avgFctNs,makespanNs,dropPkts,linkUtil
fat,123,288,t,1,100,0.7,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,100,1,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,100,1.5,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000,0.2,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000,0.5,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000,0.7,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000,1,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000,1.5,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000000.0,0.2,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000000.0,0.5,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000000.0,0.7,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000000.0,1,-1,-1,-1,-1,-1,-1
fat,123,288,t,1,1000000.0,1.5,-1,-1,-1,-1,-1,-1
fat,124,304,t,0,-1,-1,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,100,0.2,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,100,0.5,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,100,0.7,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,100,1,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,100,1.5,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000,0.2,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000,0.5,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000,0.7,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000,1,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000,1.5,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000000.0,0.2,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000000.0,0.5,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000000.0,0.7,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000000.0,1,-1,-1,-1,-1,-1,-1
fat,124,304,t,1,1000000.0,1.5,-1,-1,-1,-1,-1,-1
fat,125,320,t,0,-1,-1,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,100,0.2,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,100,0.5,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,100,0.7,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,100,1,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,100,1.5,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000,0.2,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000,0.5,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000,0.7,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000,1,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000,1.5,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000000.0,0.2,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000000.0,0.5,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000000.0,0.7,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000000.0,1,-1,-1,-1,-1,-1,-1
fat,125,320,t,1,1000000.0,1.5,-1,-1,-1,-1,-1,-1
