332,18,141040564,0
332,18,141654540,1
332,18,142130547,0
332,18,142444722,1
332,18,176055715,0
332,18,176905340,1
332,18,177527539,0
332,18,177671347,1
332,18,211099813,0
332,18,211873429,1
332,17,71680,0
332,17,461185,1
332,17,35071962,0
332,17,35424481,1
332,17,70127355,0
332,17,70262316,1
332,17,105101713,0
332,17,105336178,1
332,17,176096287,0
332,17,176751541,1
332,17,211034164,0
332,17,212212733,1
332,17,212771107,0
332,17,213164660,1
332,17,213790003,0
332,17,213838703,1
332,20,71666,0
332,20,534142,1
332,20,35071150,0
332,20,35439836,1
332,20,105129497,0
332,20,105267786,1
332,20,141120122,0
332,20,141500990,1
332,20,176092671,0
332,20,176772291,1
332,20,211097547,0
332,20,211900819,1
332,19,51212,0
332,19,638888,1
332,19,1080473,0
332,19,1223970,1
332,19,176110183,0
332,19,176585707,1
332,19,211111886,0
332,19,211637128,1
