332,19,35071696,0
332,19,35426623,1
332,19,176123504,0
332,19,176482084,1
332,20,71736,0
332,20,417593,1
332,20,35064104,0
332,20,35570047,1
332,20,176059751,0
332,20,176827945,1
332,17,71733,0
332,17,417925,1
332,17,35154299,0
332,17,35371843,1
332,17,70050167,0
332,17,70570922,1
332,17,105064382,0
332,17,105489659,1
332,17,141195245,0
332,17,141196145,1
332,17,141201279,0
332,17,141202287,1
332,17,141210560,0
332,17,141211915,1
332,17,141213559,0
332,17,141214488,1
332,17,141216553,0
332,17,141218804,1
332,17,141221196,0
332,17,141222041,1
332,17,141225886,0
332,17,141226855,1
332,17,176095173,0
332,17,176809685,1
332,18,51212,0
332,18,550891,1
332,18,70070235,0
332,18,70479041,1
332,18,176062134,0
332,18,176772086,1
