332,19,35154721,0
332,19,35366035,1
332,19,70105408,0
332,19,70609128,1
332,19,141056366,0
332,19,142186272,1
332,19,212107279,0
332,19,213081287,1
332,19,247126010,0
332,19,247730633,1
332,19,318104325,0
332,19,318617115,1
332,19,353113347,0
332,19,353739478,1
332,19,389056737,0
332,19,390310108,1
332,19,424056468,0
332,19,424788723,1
332,18,35067955,0
332,18,35600095,1
332,18,70102509,0
332,18,70614523,1
332,18,141105707,0
332,18,141888883,1
332,18,212058802,0
332,18,213149347,1
332,18,247116309,0
332,18,247626385,1
332,18,283042566,0
332,18,283916973,1
332,18,318094956,0
332,18,318672725,1
332,18,353111244,0
332,18,353872942,1
332,18,389103015,0
332,18,390416763,1
332,18,424109562,0
332,18,424686716,1
332,20,78539,0
332,20,350447,1
332,20,35037409,0
332,20,36200185,1
332,20,36580701,0
332,20,36862297,1
332,20,37357065,0
332,20,37507235,1
332,20,70075995,0
332,20,70775460,1
332,20,141091995,0
332,20,142350446,1
332,20,176067636,0
332,20,176520202,1
332,20,177019046,0
332,20,177150836,1
332,20,212051586,0
332,20,213470640,1
332,20,247041652,0
332,20,248337363,1
332,20,283769131,0
332,20,284070108,1
332,20,318086473,0
332,20,318864455,1
332,20,353709647,0
332,20,354226854,1
332,20,389088298,0
332,20,390783457,1
332,17,78499,0
332,17,367545,1
332,17,35105104,0
332,17,35615616,1
332,17,70094409,0
332,17,70656106,1
332,17,141053808,0
332,17,142218974,1
332,17,142904711,0
332,17,143111058,1
332,17,176176833,0
332,17,176228374,1
332,17,212108905,0
332,17,213174081,1
332,17,247059894,0
332,17,248059811,1
332,17,283058870,0
332,17,283921870,1
332,17,353041195,0
332,17,354100445,1
332,17,389053828,0
332,17,390689418,1
332,17,391746117,0
332,17,391780868,1
