332,19,70101619,0
332,19,70897651,1
332,19,212061926,0
332,19,212742556,1
332,19,247061074,0
332,19,247970080,1
332,19,283033374,0
332,19,284516640,1
332,19,286091592,0
332,19,286175893,1
332,19,318108466,0
332,19,318789000,1
332,19,389054608,0
332,19,391395823,1
332,19,424111016,0
332,19,424717252,1
332,17,35141854,0
332,17,35274314,1
332,17,70053638,0
332,17,71389177,1
332,17,106102361,0
332,17,106550735,1
332,17,176041794,0
332,17,176778135,1
332,17,177271811,0
332,17,177358637,1
332,17,212103700,0
332,17,212700724,1
332,17,247057461,0
332,17,248224641,1
332,17,283040197,0
332,17,284762071,1
332,17,318099659,0
332,17,319054517,1
332,17,389053793,0
332,17,391662834,1
332,18,35115965,0
332,18,35345528,1
332,18,70050913,0
332,18,71439641,1
332,18,106110766,0
332,18,106502927,1
332,18,176118617,0
332,18,176490789,1
332,18,318043742,0
332,18,318947862,1
332,18,319911165,0
332,18,320015906,1
332,18,389054875,0
332,18,391295144,1
332,18,391297388,0
332,18,391299792,1
332,18,424059904,0
332,18,424828223,1
332,20,35110697,0
332,20,35360717,1
332,20,70032330,0
332,20,71587630,1
332,20,72094977,0
332,20,72223346,1
332,20,106054008,0
332,20,106754251,1
332,20,107230558,0
332,20,107365746,1
332,20,212057680,0
332,20,212893367,1
332,20,247040945,0
332,20,248330134,1
332,20,249471769,0
332,20,249637301,1
332,20,283092428,0
332,20,284801330,1
332,20,318908916,0
332,20,319030032,1
332,20,389038529,0
332,20,391707322,1
332,20,424102822,0
332,20,424994223,1
