353,8,51508,0
353,8,298645,1
353,5,51494,0
353,5,299425,1
352,8,80797,0
352,8,294407,1
352,5,61687,0
352,5,333627,1
352,6,59067,0
352,6,333347,1
352,7,49727,0
352,7,395287,1
355,6,64547,0
355,6,288627,1
355,5,49277,0
355,5,427627,1
355,8,47568,0
355,8,423627,1
355,7,46348,0
355,7,446987,1
354,6,69960,0
354,6,182055,1
354,7,58582,0
354,7,251495,1
354,8,52838,0
354,8,319435,1
332,19,32995,0
332,19,32250167,1
332,19,32253007,0
332,19,32255147,1
332,17,32987,0
332,17,32471279,1
332,20,32987,0
332,20,32575693,1
332,18,32985,0
332,18,32250582,1
