353,353,51487,0
353,353,51489,0
353,353,323784,1
353,353,324444,1
352,352,49727,0
352,352,59064,0
352,352,61687,0
352,352,80788,0
352,352,310027,1
352,352,352387,1
352,352,355727,1
352,352,419487,1
355,355,46346,0
355,355,47558,0
355,355,49274,0
355,355,64498,0
355,355,309386,1
355,355,453906,1
355,355,454166,1
355,355,477946,1
354,354,52826,0
354,354,58551,0
354,354,69610,0
354,354,202611,1
354,354,274191,1
354,354,345151,1
332,332,32984,0
332,332,32986,0
332,332,32987,0
332,332,32991,0
332,332,34441781,1
332,332,34443641,0
332,332,34445184,1
332,332,34445682,1
332,332,34664470,1
332,332,34767639,1
