353,8,51509,0
353,8,323346,1
353,5,51496,0
353,5,324386,1
352,8,80787,0
352,8,310253,1
352,5,61693,0
352,5,352653,1
352,6,59073,0
352,6,355533,1
352,7,49734,0
352,7,419513,1
355,6,64509,0
355,6,311831,1
355,5,49278,0
355,5,455351,1
355,8,47564,0
355,8,455191,1
355,7,46351,0
355,7,480451,1
354,6,69621,0
354,6,202619,1
354,7,58582,0
354,7,274899,1
354,8,52837,0
354,8,345559,1
332,19,32999,0
332,19,34150619,1
332,19,34154013,0
332,19,34154437,1
332,19,34155065,0
332,19,34155516,1
332,17,32993,0
332,17,34371565,1
332,20,32991,0
332,20,34477390,1
332,18,32986,0
332,18,34151864,1
