353,8,51506,0
353,8,323103,1
353,5,51501,0
353,5,324363,1
352,8,80796,0
352,8,310704,1
352,5,61684,0
352,5,356064,1
352,6,59064,0
352,6,356884,1
352,7,49726,0
352,7,418024,1
355,6,64543,0
355,6,310464,1
355,5,49282,0
355,5,454964,1
355,8,47565,0
355,8,455904,1
355,7,46365,0
355,7,478824,1
354,6,69620,0
354,6,202615,1
354,7,58584,0
354,7,274195,1
354,8,52836,0
354,8,345155,1
332,19,32995,0
332,19,34173109,1
332,17,32984,0
332,17,34392976,1
332,20,32984,0
332,20,34496892,1
332,18,32983,0
332,18,34174022,1
