332,20,35067937,0
332,20,35599362,1
332,20,141058842,0
332,20,142012812,1
332,20,176044094,0
332,20,176685145,1
332,20,177258270,0
332,20,177266809,1
332,20,211134648,0
332,20,211327243,1
332,18,35046001,0
332,18,35820474,1
332,18,105129809,0
332,18,105380568,1
332,18,141055435,0
332,18,142184373,1
332,18,211136425,0
332,18,211325002,1
332,17,75480,0
332,17,428977,1
332,17,35059948,0
332,17,35814747,1
332,17,70072052,0
332,17,70329868,1
332,17,105059063,0
332,17,105587072,1
332,17,141087613,0
332,17,142282230,1
332,17,176106006,0
332,17,176603639,1
332,17,211110827,0
332,17,211435807,1
332,19,53404,0
332,19,550738,1
332,19,944083,0
332,19,1112498,1
332,19,141057150,0
332,19,142084275,1
