353,8,51506,0
353,8,323783,1
353,5,51494,0
353,5,324443,1
352,8,80798,0
352,8,310704,1
352,5,61684,0
352,5,356064,1
352,6,59064,0
352,6,356884,1
352,7,49726,0
352,7,418024,1
355,6,64539,0
355,6,311883,1
355,5,49276,0
355,5,455103,1
355,8,47561,0
355,8,454963,1
355,7,46343,0
355,7,479923,1
354,6,69619,0
354,6,202614,1
354,7,58580,0
354,7,274834,1
354,8,52835,0
354,8,345574,1
332,19,32994,0
332,19,34207886,1
332,17,32984,0
332,17,34426591,1
332,20,32983,0
332,20,34533744,1
332,18,32983,0
332,18,34206060,1
332,18,34207259,0
332,18,34209297,1
