353,8,51506,0
353,8,323783,1
353,5,51493,0
353,5,324423,1
352,8,80795,0
352,8,310646,1
352,5,61686,0
352,5,355966,1
352,6,59062,0
352,6,356466,1
352,7,49726,0
352,7,417926,1
355,6,64539,0
355,6,311824,1
355,5,49279,0
355,5,455104,1
355,8,47561,0
355,8,454964,1
355,7,46344,0
355,7,479924,1
354,6,69616,0
354,6,202618,1
354,7,58557,0
354,7,274338,1
354,8,52832,0
354,8,345158,1
332,19,32998,0
332,19,34685219,1
332,17,32986,0
332,17,34902762,1
332,20,32984,0
332,20,35009832,1
332,18,32983,0
332,18,34682812,1
332,18,34685385,0
332,18,34686215,1
