353,8,51508,0
353,8,298745,1
353,5,51495,0
353,5,299325,1
352,8,80804,0
352,8,294531,1
352,5,61691,0
352,5,333571,1
352,6,59067,0
352,6,333711,1
352,7,49731,0
352,7,395011,1
355,6,64539,0
355,6,291627,1
355,5,49280,0
355,5,427067,1
355,8,47561,0
355,8,423107,1
355,7,46347,0
355,7,446267,1
354,6,69929,0
354,6,181997,1
354,7,58585,0
354,7,251557,1
354,8,52833,0
354,8,319417,1
332,19,32997,0
332,19,32121434,1
332,17,32991,0
332,17,32337649,1
332,17,32340605,0
332,17,32342712,1
332,20,32987,0
332,20,32445798,1
332,18,32985,0
332,18,32120438,1
