353,8,51506,0
353,8,298783,1
353,5,51501,0
353,5,299323,1
352,8,80799,0
352,8,294788,1
352,5,61688,0
352,5,333668,1
352,6,59068,0
352,6,334108,1
352,7,49734,0
352,7,394928,1
355,6,64544,0
355,6,288824,1
355,5,49283,0
355,5,427444,1
355,8,47569,0
355,8,423624,1
355,7,46348,0
355,7,446944,1
354,6,69934,0
354,6,181997,1
354,7,58584,0
354,7,251557,1
354,8,52838,0
354,8,319437,1
332,19,32997,0
332,19,32646656,1
332,19,32647564,0
332,19,32649810,1
332,17,32988,0
332,17,32866274,1
332,20,32984,0
332,20,32972597,1
332,18,32983,0
332,18,32649727,1
