332,20,106034204,0
332,20,107254252,1
332,20,107805200,0
332,20,107980170,1
332,20,141105514,0
332,20,141492290,1
332,20,176046077,0
332,20,176790120,1
332,20,212061432,0
332,20,212594746,1
332,20,283040784,0
332,20,284105056,1
332,20,318032080,0
332,20,320146976,1
332,20,321317632,0
332,20,321358361,1
332,20,321359312,0
332,20,321359523,1
332,20,321360661,0
332,20,321372056,1
332,20,353658652,0
332,20,355143926,1
332,20,389097858,0
332,20,389711268,1
332,20,424092390,0
332,20,426104776,1
332,18,70064105,0
332,18,70706763,1
332,18,106057573,0
332,18,107134317,1
332,18,176065677,0
332,18,176683216,1
332,18,318054654,0
332,18,319676200,1
332,18,353103437,0
332,18,354662858,1
332,18,389059143,0
332,18,389681969,1
332,18,424054729,0
332,18,425785807,1
332,19,35086326,0
332,19,35585091,1
332,19,70044092,0
332,19,70859068,1
332,19,106107566,0
332,19,106910300,1
332,19,107883632,0
332,19,108023330,1
332,19,141055939,0
332,19,141739879,1
332,19,212107149,0
332,19,212431651,1
332,19,283100796,0
332,19,283787913,1
332,19,318091436,0
332,19,319851662,1
332,19,353055036,0
332,19,354930865,1
332,19,424096633,0
332,19,425785309,1
332,17,35053216,0
332,17,35664356,1
332,17,36083662,0
332,17,36257937,1
332,17,70124202,0
332,17,70443653,1
332,17,141059988,0
332,17,141675056,1
332,17,176139294,0
332,17,176418363,1
332,17,212131846,0
332,17,212343588,1
332,17,247110851,0
332,17,247267249,1
332,17,283058540,0
332,17,283987777,1
332,17,319104694,0
332,17,319861290,1
332,17,353032049,0
332,17,355048227,1
332,17,355049382,0
332,17,355050883,1
332,17,424052806,0
332,17,425998702,1
332,17,426000263,0
332,17,426001441,1
