353,8,51509,0
353,8,323786,1
353,5,51494,0
353,5,324446,1
352,8,80793,0
352,8,310268,1
352,5,61688,0
352,5,352688,1
352,6,59068,0
352,6,355768,1
352,7,49731,0
352,7,419568,1
355,6,64501,0
355,6,309327,1
355,5,49276,0
355,5,453947,1
355,8,47563,0
355,8,453727,1
355,7,46347,0
355,7,477767,1
354,6,69616,0
354,6,202626,1
354,7,58557,0
354,7,274966,1
354,8,52834,0
354,8,345586,1
332,19,33006,0
332,19,34102147,1
332,17,32988,0
332,17,34320188,1
332,20,32987,0
332,20,34425847,1
332,18,32986,0
332,18,34101483,1
