16,617322,1000000000
16,1217322,1000000000
16,1817322,1000000000
16,2417322,1000000000
16,3017322,1000000000
16,3617322,1000000000
16,4217322,1000000000
16,4817322,1000000000
16,5417322,9626257229
16,6017322,1000000000
16,6617322,1000000000
16,7217322,1000000000
16,7817322,1000000000
16,8417322,1000000000
16,9017322,1000000000
16,9617322,5880164210
16,10227322,7870444335
16,10877322,6307100943
16,11522322,4214757324
16,12142322,6751765512
16,12777322,5259470212
16,13422322,4255343385
16,14067322,2186072924
16,14672322,3734536816
16,15287322,5818317091
16,15917322,2364275368
16,16527322,4881981719
16,17142322,5858642310
16,17767322,1647663922
16,18382322,5371467834
16,18997322,5833962395
16,19622322,3806273328
16,20237322,5562729582
16,20867322,2758604654
16,21477322,4785567240
16,22092322,5621915757
16,22717322,2038117512
16,23332322,5220262139
16,23947322,5625440081
16,24572322,3883152042
16,25187322,5405229982
16,25817322,3034570780
16,26427322,4539439317
16,27042322,5407760408
16,27667322,2241159328
16,28282322,4877144504
16,28917322,2969369624
16,29522322,3732502411
16,30137322,4965436357
16,30767322,2226863070
16,31377322,4369657093
16,31992322,4943121126
16,32617322,2250144292
16,33232322,4554701862
16,33842322,4866305963
16,34472322,3554942316
16,35092322,4770898085
16,35717322,2259003423
16,36332322,4515787607
16,36947322,4822794391
16,37572322,3574451908
16,38182322,4555448576
16,38797322,4857425242
16,39417322,2392721419
16,40032322,4559908946
16,40647322,4802051401
16,41267322,2390094144
16,41877322,4196305372
16,42492322,4750428881
16,43117322,3040561094
16,43727322,4209413986
16,44342322,4694703994
16,44967322,1904501519
16,45582322,4315001779
16,46217322,2936997080
16,46832322,4297508928
16,47442322,4516509620
16,48067322,2348626866
16,48672322,3223116834
16,49282322,4245593999
16,49892322,4514767735
16,50517322,2930377375
16,51117322,1869189632
16,51727322,3892968551
16,52337322,4412437366
16,52947322,4498718596
16,53567322,2291431688
16,54177322,3787487142
16,54817322,2775580044
16,55422322,3067016324
16,56032322,4050649782
16,56642322,4311405868
16,57267322,2789055072
16,57867322,1773401781
16,58477322,3719281311
16,59087322,4220594943
16,59697322,4360824071
16,60317322,2226666963
16,60922322,2849974101
16,61532322,3996566820
16,62142322,4255735148
16,62772322,3165177419
16,63392322,4138536878
16,64017322,2667083771
16,64617322,1692301459
16,65227322,3566844374
16,65837322,4051559348
16,66447322,4188786299
16,67067322,2132811079
16,67672322,2945273014
16,68282322,3893795043
16,68892322,4146975641
16,69517322,2063155328
16,70117322,1266075297
16,70727322,3425695809
16,71342322,3939708981
16,71977322,3423552767
16,72587322,3791738417
16,73197322,3924943077
16,73817322,1973575237
16,74422322,2749474394
16,75032322,3651942580
16,75642322,3895128116
16,76267322,2502440928
16,76867322,1580720219
16,77477322,3242350190
16,78087322,3777840162
16,78697322,3859622929
16,79317322,1501215380
16,79927322,3247246204
16,80537322,3701897909
16,81147322,3833662238
16,81767322,1495326375
16,82372322,2640120677
16,82982322,3438531116
16,83617322,1815643294
16,84232322,3379491368
16,84842322,3611229266
16,85467322,2302051278
16,86067322,1443450847
16,86677322,3121205582
16,87287322,3560048823
16,87897322,3688966031
16,88517322,1849105593
16,89122322,2583836261
16,89732322,3438622499
16,90347322,3722180007
16,90977322,3243056192
16,91587322,3589992397
16,92202322,3748542210
16,92817322,1920495985
16,93422322,2646784059
16,94032322,3499145331
16,94642322,3731636627
16,95267322,2422620333
16,95867322,1545176117
16,96477322,3118582179
16,97087322,3629878242
16,97697322,3758990176
16,98317322,1499602749
16,98937322,3588465359
16,99567322,1866382226
16,100172322,2580934178
16,100782322,3418310952
16,101392322,3647546856
16,102017322,2362205606
16,102617322,1503131139
16,103227322,3163531668
16,103837322,3598626415
16,104447322,3726910772
16,105067322,1903777750
16,105672322,2441265610
16,106282322,3431791390
16,106892322,3609557757
16,107517322,1818436666
16,108117322,1435347593
16,108732322,3325577052
16,109367322,1759559216
16,109977322,3007741640
16,110587322,3429868191
16,111197322,3555786045
16,111817322,1794104584
16,112422322,2498395274
16,113032322,3320767321
16,113642322,3546717518
16,114267322,2284357920
16,114867322,1446123605
16,115477322,2962535739
16,116087322,3455786782
16,116717322,1748448617
16,117337322,3385331686
16,117947322,3493203415
16,118567322,1792743390
16,119172322,2483518549
16,119782322,3293232800
16,120392322,3516498470
16,121017322,2275761047
16,121617322,1447095519
16,122227322,3053111575
16,122837322,3475575151
16,123447322,3601578506
16,124067322,1440312997
16,124672322,2318564523
16,125282322,3270576753
16,125892322,3494503583
16,126522322,2595645957
16,127142322,3413105082
16,127767322,2158409502
16,128367322,1384804024
16,128977322,2948547723
16,129587322,3361126522
16,130197322,3485334402
16,130817322,1768250867
16,131422322,2454918480
16,132032322,3258965969
16,132642322,3480994959
16,133267322,2208925742
16,133867322,1396508147
16,134482322,3209665496
16,135117322,1709136530
16,135727322,2907789480
16,136337322,3315481609
16,136947322,3438808251
16,137567322,1744661968
16,138172322,2422762852
16,138782322,3217065597
16,139392322,3436994995
16,140017322,2220834262
16,140617322,1410054045
16,141227322,2985313122
16,141837322,3400614134
16,142467322,2216406242
16,143077322,3026961330
16,143697322,3439670125
16,144317322,1753861423
16,144932322,3262701870
16,145542322,3442191170
16,146167322,1802196190
16,146767322,1459633896
16,147377322,3025386356
16,147987322,3438694810
16,148597322,3563075559
16,149217322,1841630865
16,149822322,2526666107
16,150432322,3334663855
16,151042322,3506400449
16,151667322,1794919581
16,152272322,2436826167
16,152892322,3417737530
16,153517322,1087059491
16,154132322,3202068418
16,154737322,3330374845
16,155347322,3453555694
16,155967322,1763292955
16,156572322,2438862652
16,157182322,3232211453
16,157792322,3451965720
16,158417322,2238132934
16,159017322,1425573804
16,159627322,3000349626
16,160237322,3415596154
16,160847322,3493692307
16,161467322,1388374885
16,162072322,2422758612
16,162687322,3320511145
16,163322322,2532819105
16,163932322,3144989437
16,164542322,3361843250
16,165167322,2168218715
16,165767322,1374195445
16,166377322,2921000574
16,166987322,3329670125
16,167597322,3453175933
16,168217322,1754388137
16,168822322,2433984997
16,169432322,3155166429
16,170042322,3405072787
16,170667322,1716738224
16,171282322,3181588392
16,171917322,1680776450
16,172522322,2508920840
16,173127322,2877913710
16,173737322,3281351818
16,174347322,3403914516
16,174967322,1729678279
16,175572322,2400079791
16,176182322,3186093492
16,176792322,3404244278
16,177417322,2201711894
16,178022322,2398633773
16,178637322,3344367152
16,179267322,1744026751
16,179877322,2931889135
16,180487322,3337334455
16,181097322,3460280614
16,181717322,1776177911
16,182322322,2448537623
16,182932322,3239854431
16,183542322,3459196884
16,184167322,2249297339
16,184767322,1436544602
16,185382322,3236914326
16,185992322,3456582382
16,186617322,2243738885
16,187222322,2440125236
16,187842322,3416038048
16,188467322,1397321925
16,189077322,2934244228
16,189687322,3340737737
16,190297322,3463869234
16,190917322,1774926972
16,191522322,2449387816
16,192132322,3242571783
16,192742322,3462308115
16,193367322,2249176388
16,193967322,1123544469
16,194577322,2967620335
16,195192322,3413424695
16,195827322,2977552814
16,196437322,3299954918
16,197047322,3422611671
16,197667322,1745982923
16,198272322,2416617270
16,198882322,3204072923
16,199492322,3422552958
16,200117322,2218162827
16,200717322,1412297286
16,201327322,2975380800
16,201937322,3329120189
16,202547322,3415697507
16,203167322,1344614894
16,203787322,3265827389
16,204417322,1684962821
16,205022322,2346353056
16,205632322,3120611634
16,206242322,3336206371
16,206867322,2152093494
16,207467322,1364196813
16,208077322,2899654851
16,208687322,3305695278
16,209297322,3428727292
16,209917322,1742274895
16,210522322,2417237304
16,211132322,3208442019
16,211742322,3377567310
16,212367322,2135907024
16,212977322,2934857262
16,213617322,2090685237
16,214222322,2324695652
16,214837322,3247588937
16,215467322,2145332679
16,216072322,2541739248
16,216677322,2907424157
16,217287322,3309090684
16,217897322,3431359398
16,218517322,1764911802
16,219122322,2430354646
16,219732322,3214378643
16,220342322,3432158972
16,220967322,2234310998
16,221567322,1428498196
16,222177322,2986687114
16,222792322,3430889960
16,223417322,1753423004
16,224017322,1390757837
16,224632322,3167297917
16,225267322,1697894461
16,225882322,3097415230
16,226497322,3357444843
16,227117322,2169479990
16,227717322,1409161797
16,228327322,2934478105
16,228937322,3338361747
16,229547322,3461035331
16,230167322,1784053978
16,230772322,2453040732
16,231382322,3241790696
16,231992322,3460600735
16,232617322,2255353127
16,233222322,2448628303
16,233842322,3420834305
16,234467322,1409141358
16,235082322,3246840097
16,235687322,3374528065
16,236297322,3497558509
16,236917322,1811288176
16,237522322,2482918845
16,238132322,3276145277
16,238742322,3495944223
16,239367322,2283984210
16,239967322,1150404999
16,240577322,2886814534
16,241187322,3363932056
16,241817322,2194596128
16,242422322,2603169657
16,243042322,3409309791
16,243667322,1736992812
16,244282322,3151215759
16,244892322,3366800335
16,245517322,2184460862
16,246117322,1392239358
16,246727322,2929408764
16,247337322,3335940487
16,247947322,3459075887
16,248567322,1770019587
16,249172322,2444760729
16,249782322,3162627069
16,250392322,3411931709
16,251022322,2541752663
