332,18,106068713,0
332,18,106464817,1
332,18,141155549,0
332,18,141420485,1
332,18,247185501,0
332,18,247259391,1
332,18,247260928,0
332,18,247264039,1
332,18,283082883,0
332,18,283290482,1
332,18,353044804,0
332,18,353839921,1
332,18,389076829,0
332,18,389325174,1
332,19,70067645,0
332,19,70538436,1
332,19,141066097,0
332,19,141608314,1
332,19,212045520,0
332,19,212902581,1
332,19,247134757,0
332,19,247417589,1
332,19,318077537,0
332,19,318274052,1
332,19,424070720,0
332,19,424524193,1
332,17,35081827,0
332,17,35351871,1
332,17,70047200,0
332,17,70706926,1
332,17,106062525,0
332,17,106581349,1
332,17,141120508,0
332,17,141624831,1
332,17,176066562,0
332,17,176699053,1
332,17,212059914,0
332,17,212955618,1
332,17,247044511,0
332,17,247810594,1
332,17,353121504,0
332,17,353877935,1
332,20,35049424,0
332,20,35581615,1
332,20,70135619,0
332,20,70489466,1
332,20,106179841,0
332,20,106298734,1
332,20,141046281,0
332,20,141823865,1
332,20,176039035,0
332,20,176871444,1
332,20,212100489,0
332,20,213028741,1
332,20,353125750,0
332,20,353876856,1
332,20,424068351,0
332,20,424638650,1
