src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b000301,10000,100,442622950,0,36741796,37113668,36741796
0b000101,0b000301,10000,100,442622950,37409836,36741796,37113668,74151632
0b000201,0b000301,10000,100,442622950,74819672,36741796,37113668,111561468
0b000401,0b000301,10000,100,442622950,112229508,36741796,37113668,148971304
