src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b000301,10000,100,442622950,0,138798808,37113668,138798808
0b000101,0b000301,10000,100,442622950,0,161795448,37113668,161795448
0b000401,0b000301,10000,100,442622950,0,162328029,37113668,162328029
0b000001,0b000301,10000,100,442622950,0,162380057,37113668,162380057
