src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b000301,10000,100,442622950,0,108907579,37113668,108907579
0b000001,0b000301,10000,100,442622950,0,116693797,37113668,116693797
0b000101,0b000301,10000,100,442622950,0,117197935,37113668,117197935
