src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000101,0b000f01,10000,100,442622950,0,70123303,37113668,70123303
0b000201,0b000f01,10000,100,442622950,0,76712671,37113668,76712671
