src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000701,0b00cb01,10000,100,442579512,74,358840008,358840082,37118108,358840082
0b000401,0b00cb01,10000,100,442496649,54,361392746,361392800,37111160,361392800
0b000901,0b00cb01,10000,100,443033490,99,361494917,361495016,37156169,361495016
0b000601,0b00cb01,10000,100,443686486,70,369899784,369899854,37210916,369899854
0b000201,0b00cb01,10000,100,442518303,38,372452536,372452574,37112977,372452574
0b000001,0b00cb01,10000,100,441910758,3,372659307,372659310,37062038,372659310
0b000301,0b00cb01,10000,100,442369121,49,372825014,372825063,37100470,372825063
0b000501,0b00cb01,10000,100,442791930,60,372894046,372894106,37135915,372894106
0b000101,0b00cb01,10000,100,442572752,22,373804756,373804778,37117540,373804778
0b000801,0b00cb01,10000,100,442429273,79,374408092,374408171,37105513,374408171
