src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b002501,0b00cb01,10000,100,442543046,49,1696302140,1908302140,37115052,1696302189
0b001701,0b00cb01,10000,100,442369121,38,1727349808,1797349808,37100470,1727349846
0b000d01,0b00cb01,10000,100,442560783,23,1738873941,1808873941,37116536,1738873964
0b000c01,0b00cb01,10000,100,442518303,22,1753715615,1823715615,37112977,1753715637
0b001601,0b00cb01,10000,100,443143842,36,1770323059,1840323059,37165420,1770323095
0b003f01,0b00cb01,10000,100,442512341,99,1789309609,2213309609,37112477,1789309708
0b000801,0b00cb01,10000,100,442641479,13,1804447028,1839447028,37123303,1804447041
0b002c01,0b00cb01,10000,100,442496649,35000059,1863035845,2146035845,37111160,1898035904
0b000701,0b00cb01,10000,100,442448053,35000012,1893352148,1928352148,37107088,1928352160
0b003c01,0b00cb01,10000,100,442570820,35000089,1909650352,2333650352,37117378,1944650441
0b003601,0b00cb01,10000,100,442727168,35000074,1954540187,2307540187,37130488,1989540261
0b003a01,0b00cb01,10000,100,442403018,70000078,2048109429,2437109429,37103312,2118109507
0b002401,0b00cb01,10000,100,442438326,70000049,2057134160,2233134160,37106271,2127134209
0b003701,0b00cb01,10000,100,442751047,70000074,2059013843,2448013843,37132491,2129013917
0b002801,0b00cb01,10000,100,443280227,70000054,2066015764,2278015764,37176857,2136015818
0b001901,0b00cb01,10000,100,442399593,70000040,2069143518,2175143518,37103023,2139143558
0b001e01,0b00cb01,10000,100,441908201,70000045,2077016497,2218016497,37061826,2147016542
0b002001,0b00cb01,10000,100,444188902,70000046,2078840496,2219840496,37253037,2148840542
0b001101,0b00cb01,10000,100,442510405,70000028,2081432889,2151432889,37112314,2151432917
0b000901,0b00cb01,10000,100,442444248,70000013,2082711708,2117711708,37106768,2152711721
0b002901,0b00cb01,10000,100,442817923,106000057,2050577217,2297577217,37138094,2156577274
0b000201,0b00cb01,10000,100,442086526,70000007,2089615859,2089615859,37076776,2159615866
0b003901,0b00cb01,10000,100,442270374,70000078,2091086083,2480086083,37092190,2161086161
0b001001,0b00cb01,10000,100,443214934,106000027,2057846626,2127846626,37171380,2163846653
0b002201,0b00cb01,10000,100,441910758,70000048,2093857459,2234857459,37062038,2163857507
0b000001,0b00cb01,10000,100,443033490,70000000,2101134824,2101134824,37156169,2171134824
0b003501,0b00cb01,10000,100,442579512,106000073,2065951515,2418951515,37118108,2171951588
0b001a01,0b00cb01,10000,100,441866045,70000041,2107889042,2213889042,37058292,2177889083
0b003b01,0b00cb01,10000,100,442305901,141000078,2079764473,2503764473,37095167,2220764551
0b000e01,0b00cb01,10000,100,441800063,141000024,2080911761,2150911761,37052760,2221911785
0b001401,0b00cb01,10000,100,443686486,141000031,2085694422,2155694422,37210916,2226694453
0b002a01,0b00cb01,10000,100,443136026,141000058,2087449518,2334449518,37164768,2228449576
0b001501,0b00cb01,10000,100,442850231,141000031,2089300550,2159300550,37140806,2230300581
0b000601,0b00cb01,10000,100,442429273,141000012,2094597737,2094597737,37105513,2235597749
0b000a01,0b00cb01,10000,100,442882945,141000015,2095792349,2130792349,37143546,2236792364
0b003101,0b00cb01,10000,100,442383141,176000066,2078133918,2431133918,37101645,2254133984
0b000101,0b00cb01,10000,100,443065239,176000007,2085929027,2085929027,37158832,2261929034
0b002e01,0b00cb01,10000,100,442865639,212000060,2064084595,2382084595,37142096,2276084655
0b001801,0b00cb01,10000,100,442973506,212000040,2064415414,2134415414,37151140,2276415454
0b002d01,0b00cb01,10000,100,443416361,212000059,2066378377,2384378377,37188270,2278378436
0b001b01,0b00cb01,10000,100,441988043,212000044,2073943268,2179943268,37068521,2285943312
0b003d01,0b00cb01,10000,100,442299518,247000089,2055222639,2479222639,37094633,2302222728
0b002101,0b00cb01,10000,100,442572752,247000047,2055598817,2196598817,37117540,2302598864
0b003001,0b00cb01,10000,100,442696687,247000065,2065529641,2383529641,37127931,2312529706
0b001201,0b00cb01,10000,100,441873128,283000029,2031142796,2101142796,37058886,2314142825
0b000301,0b00cb01,10000,100,442791930,318000009,2006326330,2006326330,37135915,2324326339
0b003401,0b00cb01,10000,100,443108392,318000072,2008043572,2361043572,37162449,2326043644
0b001d01,0b00cb01,10000,100,441896576,353000045,1979587036,2120587036,37060850,2332587081
0b002f01,0b00cb01,10000,100,442413823,353000062,1982759431,2300759431,37104215,2335759493
0b000b01,0b00cb01,10000,100,443074581,318000022,2019905984,2089905984,37159614,2337906006
