src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000501,0b00cb01,10000,100,443033490,36,564615417,564615453,37156169,564615453
0b000a01,0b00cb01,10000,100,442791930,59,577927178,577927237,37135915,577927237
0b000001,0b00cb01,10000,100,442579512,3,579015159,579015162,37118108,579015162
0b000601,0b00cb01,10000,100,442850231,42,579420265,579420307,37140806,579420307
0b000801,0b00cb01,10000,100,442429273,54,580484421,580484475,37105513,580484475
0b000901,0b00cb01,10000,100,442825002,58,581160124,581160182,37138692,581160182
0b000401,0b00cb01,10000,100,441910758,28,581495122,581495150,37062038,581495150
0b000701,0b00cb01,10000,100,441813827,42,582808121,582808163,37053911,582808163
0b000c01,0b00cb01,10000,100,442299518,85,584002701,584002786,37094633,584002786
0b000201,0b00cb01,10000,100,442496649,8,584048080,584048088,37111160,584048088
0b000f01,0b00cb01,10000,100,442727168,98,586965594,586965692,37130488,586965692
0b000e01,0b00cb01,10000,100,441610566,91,587211698,587211789,37036871,587211789
0b000301,0b00cb01,10000,100,442518303,11,587620715,587620726,37112977,587620726
0b000101,0b00cb01,10000,100,442369121,7,588814920,588814927,37100470,588814927
0b000d01,0b00cb01,10000,100,442572752,87,589721782,589721869,37117540,589721869
0b000b01,0b00cb01,10000,100,443686486,82,591814997,591815079,37210916,591815079
