src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000801,0b00cb01,10000,100,441813827,13,2312374471,2312374471,37053911,2312374484
0b002c01,0b00cb01,10000,100,441910758,61,2313890482,2313890482,37062038,2313890543
0b001c01,0b00cb01,10000,100,442369121,40,2321255770,2321255770,37100470,2321255810
0b000301,0b00cb01,10000,100,442696687,4,2324691068,2324691068,37127931,2324691072
0b000e01,0b00cb01,10000,100,443143842,24,2329376220,2329376220,37165420,2329376244
0b002701,0b00cb01,10000,100,441800063,59,2330268858,2330268858,37052760,2330268917
0b002b01,0b00cb01,10000,100,442055212,60,2332335909,2332335909,37074152,2332335969
0b003901,0b00cb01,10000,100,442305901,82,2332432823,2332432823,37095167,2332432905
0b003e01,0b00cb01,10000,100,442560783,96,2332893608,2332893608,37116536,2332893704
0b002d01,0b00cb01,10000,100,441610566,62,2332981173,2332981173,37036871,2332981235
0b001401,0b00cb01,10000,100,441908201,27,2334921601,2334921601,37061826,2334921628
0b002601,0b00cb01,10000,100,442510405,57,2335242153,2335242153,37112314,2335242210
0b002f01,0b00cb01,10000,100,443074581,67,2336260935,2336260935,37159614,2336261002
0b000701,0b00cb01,10000,100,441866045,9,2337824222,2337824222,37058292,2337824231
0b000f01,0b00cb01,10000,100,442791930,24,2338476250,2338476250,37135915,2338476274
0b001701,0b00cb01,10000,100,442086526,34,2340253979,2340253979,37076776,2340254013
0b001501,0b00cb01,10000,100,441749666,27,2340632274,2340632274,37048533,2340632301
0b001101,0b00cb01,10000,100,442413823,26,2340652596,2340652596,37104215,2340652622
0b002901,0b00cb01,10000,100,443214934,60,2341236130,2341236130,37171380,2341236190
0b003601,0b00cb01,10000,100,442270374,78,2341276898,2341276898,37092190,2341276976
0b000201,0b00cb01,10000,100,442882945,3,2342187313,2342187313,37143546,2342187316
0b003301,0b00cb01,10000,100,442922748,71,2342426597,2342426597,37146884,2342426668
0b000501,0b00cb01,10000,100,442543046,6,2342494065,2342494065,37115052,2342494071
0b001f01,0b00cb01,10000,100,441988043,43,2342809103,2342809103,37068521,2342809146
0b001601,0b00cb01,10000,100,442117240,29,2342838356,2342838356,37079352,2342838385
0b001d01,0b00cb01,10000,100,442444248,42,2343130858,2343130858,37106768,2343130900
0b002e01,0b00cb01,10000,100,442776184,66,2343506344,2343506344,37134598,2343506410
0b001801,0b00cb01,10000,100,442438326,37,2343595461,2343595461,37106271,2343595498
0b000001,0b00cb01,10000,100,443108392,2,2343982809,2343982809,37162449,2343982811
0b000401,0b00cb01,10000,100,442487955,4,2344684984,2344684984,37110430,2344684988
0b000601,0b00cb01,10000,100,442429273,7,2345013105,2345013105,37105513,2345013112
0b000c01,0b00cb01,10000,100,442579512,19,2345048246,2345048246,37118108,2345048265
0b003f01,0b00cb01,10000,100,443280227,98,2345092510,2345092510,37176857,2345092608
0b002401,0b00cb01,10000,100,441896576,56,2345480543,2345480543,37060850,2345480599
0b002501,0b00cb01,10000,100,442973506,57,2345987716,2345987716,37151140,2345987773
0b003401,0b00cb01,10000,100,442448053,75,2346348756,2346348756,37107088,2346348831
0b001001,0b00cb01,10000,100,442570820,25,2346384233,2346384233,37117378,2346384258
0b000a01,0b00cb01,10000,100,443136026,14,2346612914,2346612914,37164768,2346612928
0b002301,0b00cb01,10000,100,442399593,54,2347357103,2347357103,37103023,2347357157
0b001b01,0b00cb01,10000,100,442383141,40,2347415896,2347415896,37101645,2347415936
0b001901,0b00cb01,10000,100,441947869,38,2347492165,2347492165,37065149,2347492203
0b002201,0b00cb01,10000,100,443416361,49,2347737783,2347737783,37188270,2347737832
0b002001,0b00cb01,10000,100,442518303,47,2348005820,2348005820,37112977,2348005867
0b000b01,0b00cb01,10000,100,442572752,15,2348162951,2348162951,37117540,2348162966
0b002101,0b00cb01,10000,100,442512341,49,2348226609,2348226609,37112477,2348226658
0b001a01,0b00cb01,10000,100,442185918,39,2348248857,2348248857,37085107,2348248896
0b001e01,0b00cb01,10000,100,442299518,42,2348556703,2348556703,37094633,2348556745
0b001301,0b00cb01,10000,100,442825002,26,2348973549,2348973549,37138692,2348973575
0b003001,0b00cb01,10000,100,442817923,67,2349084721,2349084721,37138094,2349084788
0b003701,0b00cb01,10000,100,442591048,79,2349515818,2349515818,37119077,2349515897
0b000101,0b00cb01,10000,100,442641479,3,2349528635,2349528635,37123303,2349528638
0b003501,0b00cb01,10000,100,442727168,75,2349692090,2349692090,37130488,2349692165
0b003801,0b00cb01,10000,100,442865639,82,2349784516,2349784516,37142096,2349784598
0b003a01,0b00cb01,10000,100,443065239,84,2349867370,2349867370,37158832,2349867454
0b000901,0b00cb01,10000,100,442751047,13,2349932852,2349932852,37132491,2349932865
0b001201,0b00cb01,10000,100,442251144,26,2350113628,2350113628,37090579,2350113654
0b003101,0b00cb01,10000,100,442850231,67,2350279277,2350279277,37140806,2350279344
0b003b01,0b00cb01,10000,100,443033490,88,2350478914,2350478914,37156169,2350479002
0b002801,0b00cb01,10000,100,443686486,59,2350488779,2350488779,37210916,2350488838
0b003c01,0b00cb01,10000,100,442403018,92,2350494395,2350494395,37103312,2350494487
0b003201,0b00cb01,10000,100,442496649,70,2350683058,2350683058,37111160,2350683128
0b000d01,0b00cb01,10000,100,442945507,22,2350889441,2350889441,37148793,2350889463
0b003d01,0b00cb01,10000,100,444188902,92,2351022214,2351022214,37253037,2351022306
0b002a01,0b00cb01,10000,100,441873128,60,2351419462,2351419462,37058886,2351419522
