src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000701,0b00cb01,10000,100,441610566,12,2454304094,2454304094,37036871,2454304106
0b002b01,0b00cb01,10000,100,441800063,73,2454469299,2454469299,37052760,2454469372
0b002601,0b00cb01,10000,100,441749666,54,2455003034,2455003034,37048533,2455003088
0b000901,0b00cb01,10000,100,441908201,17,2455129322,2455129322,37061826,2455129339
0b003001,0b00cb01,10000,100,441866045,80,2455183245,2455183245,37058292,2455183325
0b001201,0b00cb01,10000,100,441910758,33,2456230657,2456230657,37062038,2456230690
0b002401,0b00cb01,10000,100,441813827,53,2456292529,2456292529,37053911,2456292582
0b001f01,0b00cb01,10000,100,442055212,47,2456785765,2456785765,37074152,2456785812
0b003701,0b00cb01,10000,100,441896576,87,2456849750,2456849750,37060850,2456849837
0b001601,0b00cb01,10000,100,442299518,38,2457238703,2457238703,37094633,2457238741
0b003201,0b00cb01,10000,100,442270374,81,2457240851,2457240851,37092190,2457240932
0b002301,0b00cb01,10000,100,442403018,52,2457504828,2457504828,37103312,2457504880
0b000a01,0b00cb01,10000,100,442572752,22,2457670557,2457670557,37117540,2457670579
0b002701,0b00cb01,10000,100,441947869,55,2457707064,2457707064,37065149,2457707119
0b002f01,0b00cb01,10000,100,442251144,80,2457921498,2457921498,37090579,2457921578
0b000601,0b00cb01,10000,100,441988043,11,2457939889,2457939889,37068521,2457939900
0b002201,0b00cb01,10000,100,442117240,50,2457984911,2457984911,37079352,2457984961
0b001901,0b00cb01,10000,100,442429273,42,2458164107,2458164107,37105513,2458164149
0b001c01,0b00cb01,10000,100,442496649,45,2458169771,2458169771,37111160,2458169816
0b001101,0b00cb01,10000,100,442570820,32,2458223162,2458223162,37117378,2458223194
0b002801,0b00cb01,10000,100,442444248,57,2458270279,2458270279,37106768,2458270336
0b003101,0b00cb01,10000,100,442383141,80,2458353614,2458353614,37101645,2458353694
0b000201,0b00cb01,10000,100,441873128,6,2458414338,2458414338,37058886,2458414344
0b001501,0b00cb01,10000,100,442512341,37,2458587602,2458587602,37112477,2458587639
0b000101,0b00cb01,10000,100,442448053,3,2458716585,2458716585,37107088,2458716588
0b002101,0b00cb01,10000,100,442487955,49,2458752163,2458752163,37110430,2458752212
0b002c01,0b00cb01,10000,100,442518303,74,2458775853,2458775853,37112977,2458775927
0b001301,0b00cb01,10000,100,442086526,33,2458807076,2458807076,37076776,2458807109
0b003e01,0b00cb01,10000,100,442591048,93,2458994447,2458994447,37119077,2458994540
0b003801,0b00cb01,10000,100,442413823,88,2459003008,2459003008,37104215,2459003096
0b000e01,0b00cb01,10000,100,442305901,29,2459021281,2459021281,37095167,2459021310
0b001401,0b00cb01,10000,100,442510405,36,2459059959,2459059959,37112314,2459059995
0b003401,0b00cb01,10000,100,442438326,82,2459097765,2459097765,37106271,2459097847
0b001d01,0b00cb01,10000,100,442185918,46,2459111113,2459111113,37085107,2459111159
0b002d01,0b00cb01,10000,100,442543046,75,2459202415,2459202415,37115052,2459202490
0b000801,0b00cb01,10000,100,442560783,16,2459444705,2459444705,37116536,2459444721
0b000001,0b00cb01,10000,100,442369121,1,2459467265,2459467265,37100470,2459467266
0b003b01,0b00cb01,10000,100,443033490,92,2459614396,2459614396,37156169,2459614488
0b003a01,0b00cb01,10000,100,442776184,92,2459743629,2459743629,37134598,2459743721
0b000c01,0b00cb01,10000,100,442399593,28,2459755974,2459755974,37103023,2459756002
0b003901,0b00cb01,10000,100,442882945,91,2459805709,2459805709,37143546,2459805800
0b000d01,0b00cb01,10000,100,443280227,28,2459829590,2459829590,37176857,2459829618
0b001a01,0b00cb01,10000,100,442817923,44,2459829817,2459829817,37138094,2459829861
0b003c01,0b00cb01,10000,100,442825002,92,2459859375,2459859375,37138692,2459859467
0b001801,0b00cb01,10000,100,442579512,42,2459940263,2459940263,37118108,2459940305
0b002a01,0b00cb01,10000,100,442850231,64,2459960152,2459960152,37140806,2459960216
0b002e01,0b00cb01,10000,100,443214934,79,2459990501,2459990501,37171380,2459990580
0b000401,0b00cb01,10000,100,442641479,8,2460016835,2460016835,37123303,2460016843
0b001e01,0b00cb01,10000,100,443108392,47,2460044975,2460044975,37162449,2460045022
0b001001,0b00cb01,10000,100,442751047,31,2460063227,2460063227,37132491,2460063258
0b000f01,0b00cb01,10000,100,442791930,29,2460064815,2460064815,37135915,2460064844
0b001b01,0b00cb01,10000,100,442727168,45,2460144076,2460144076,37130488,2460144121
0b002501,0b00cb01,10000,100,443065239,54,2460183014,2460183014,37158832,2460183068
0b003601,0b00cb01,10000,100,442696687,86,2460241903,2460241903,37127931,2460241989
0b002001,0b00cb01,10000,100,442865639,48,2460286296,2460286296,37142096,2460286344
0b001701,0b00cb01,10000,100,442945507,39,2460369668,2460369668,37148793,2460369707
0b000501,0b00cb01,10000,100,443686486,10,2460382277,2460382277,37210916,2460382287
0b000b01,0b00cb01,10000,100,442922748,26,2460420500,2460420500,37146884,2460420526
0b003d01,0b00cb01,10000,100,443143842,93,2460427188,2460427188,37165420,2460427281
0b000301,0b00cb01,10000,100,442973506,8,2460441992,2460441992,37151140,2460442000
0b003301,0b00cb01,10000,100,443074581,81,2460451942,2460451942,37159614,2460452023
0b003f01,0b00cb01,10000,100,443416361,98,2460475243,2460475243,37188270,2460475341
0b002901,0b00cb01,10000,100,443136026,59,2460499532,2460499532,37164768,2460499591
0b003501,0b00cb01,10000,100,444188902,83,2460527365,2460527365,37253037,2460527448
