src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000e01,0b00cb01,10000,100,442727168,59,1192529794,1192529794,37130488,1192529853
0b001c01,0b00cb01,10000,100,442518303,90,1194630204,1194630204,37112977,1194630294
0b001601,0b00cb01,10000,100,442751047,80,1197822515,1197822515,37132491,1197822595
0b001201,0b00cb01,10000,100,443033490,70,1198015257,1198015257,37156169,1198015327
0b001101,0b00cb01,10000,100,442850231,68,1198233215,1198233215,37140806,1198233283
0b001a01,0b00cb01,10000,100,442117240,88,1198632448,1198632448,37079352,1198632536
0b001f01,0b00cb01,10000,100,442444248,98,1201358062,1201358062,37106768,1201358160
0b000001,0b00cb01,10000,100,442579512,5,1202513691,1202513691,37118108,1202513696
0b000901,0b00cb01,10000,100,444188902,39,1205309711,1205309711,37253037,1205309750
0b000101,0b00cb01,10000,100,442299518,13,1207812617,1207812617,37094633,1207812630
0b000b01,0b00cb01,10000,100,441910758,47,1208682817,1208682817,37062038,1208682864
0b001b01,0b00cb01,10000,100,442055212,89,1208792770,1208792770,37074152,1208792859
0b000a01,0b00cb01,10000,100,443686486,45,1213192466,1213192466,37210916,1213192511
0b001801,0b00cb01,10000,100,442496649,87,1214954339,1214954339,37111160,1214954426
0b000401,0b00cb01,10000,100,441813827,19,1216828274,1216828274,37053911,1216828293
0b001301,0b00cb01,10000,100,442825002,72,1218583675,1218583675,37138692,1218583747
0b000201,0b00cb01,10000,100,442369121,16,1222162467,1222162467,37100470,1222162483
0b000301,0b00cb01,10000,100,442572752,18,1222574540,1222574540,37117540,1222574558
0b001d01,0b00cb01,10000,100,442776184,94,1222917631,1222917631,37134598,1222917725
0b000d01,0b00cb01,10000,100,442973506,58,1224123812,1224123812,37151140,1224123870
0b001401,0b00cb01,10000,100,441988043,75,1225148570,1225148570,37068521,1225148645
0b000701,0b00cb01,10000,100,441749666,33,1226251149,1226251149,37048533,1226251182
0b001901,0b00cb01,10000,100,442429273,87,1226444474,1226444474,37105513,1226444561
0b000c01,0b00cb01,10000,100,442791930,56,1227788648,1227788648,37135915,1227788704
0b000501,0b00cb01,10000,100,442251144,21,1231522511,1231522511,37090579,1231522532
0b001501,0b00cb01,10000,100,441896576,76,1232671127,1232671127,37060850,1232671203
0b001701,0b00cb01,10000,100,441908201,83,1233494626,1233494626,37061826,1233494709
0b000601,0b00cb01,10000,100,442448053,27,1235913234,1235913234,37107088,1235913261
0b000f01,0b00cb01,10000,100,443143842,62,1243472908,1243472908,37165420,1243472970
0b000801,0b00cb01,10000,100,441610566,36,1256488207,1256488207,37036871,1256488243
0b001e01,0b00cb01,10000,100,443416361,95,1259506013,1259506013,37188270,1259506108
0b001001,0b00cb01,10000,100,441800063,64,1263953363,1263953363,37052760,1263953427
