src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000701,0b00cb01,10000,100,442825002,51,561289279,561289330,37138692,561289330
0b000501,0b00cb01,10000,100,443033490,44,562052050,562052094,37156169,562052094
0b000d01,0b00cb01,10000,100,443686486,75,571676898,571676973,37210916,571676973
0b000601,0b00cb01,10000,100,441610566,45,584369053,584369098,37036871,584369098
0b000c01,0b00cb01,10000,100,441910758,67,588145543,588145610,37062038,588145610
0b000001,0b00cb01,10000,100,442850231,3,589204795,589204798,37140806,589204798
0b000b01,0b00cb01,10000,100,442579512,61,589290520,589290581,37118108,589290581
0b000801,0b00cb01,10000,100,442299518,55,591364378,591364433,37094633,591364433
0b000e01,0b00cb01,10000,100,442429273,89,592070931,592071020,37105513,592071020
0b000f01,0b00cb01,10000,100,442496649,94,593884492,593884586,37111160,593884586
0b000a01,0b00cb01,10000,100,441813827,60,595264988,595265048,37053911,595265048
0b000101,0b00cb01,10000,100,442518303,8,595966227,595966235,37112977,595966235
0b000401,0b00cb01,10000,100,442369121,33,604046878,604046911,37100470,604046911
0b000901,0b00cb01,10000,100,442791930,57,608438698,608438755,37135915,608438755
0b000201,0b00cb01,10000,100,442727168,9,610289328,610289337,37130488,610289337
0b000301,0b00cb01,10000,100,442572752,31,611769947,611769978,37117540,611769978
