src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000501,0b001801,10000,100,442622950,35000000,96053950,37117708,131053950
0b000801,0b001801,10000,100,442622950,49000000,93734108,37117708,142734108
0b000701,0b001801,10000,100,442622950,58000000,95855709,37117708,153855709
0b000601,0b001801,10000,100,442622950,144000000,68877715,37117708,212877715
0b000301,0b001801,10000,100,442622950,184000000,78901192,37117708,262901192
0b000201,0b001801,10000,100,442622950,170000000,95516649,37117708,265516649
0b000001,0b001801,10000,100,442622950,267000000,104162393,37117708,371162393
0b000401,0b001801,10000,100,442622950,274000000,137619221,37117708,411619221
0b000901,0b001801,10000,100,442622950,308000000,104654138,37117708,412654138
0b000101,0b001801,10000,100,442622950,291000000,129068389,37117708,420068389
