src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000401,0b00cb01,10000,100,441910758,24,69083243,104083243,37062038,69083267
0b000f01,0b00cb01,10000,100,442299518,35000094,548275445,653275445,37094633,583275539
0b000a01,0b00cb01,10000,100,442496649,35000059,549736819,619736819,37111160,584736878
0b000801,0b00cb01,10000,100,442727168,35000057,550329779,620329779,37130488,585329836
0b000501,0b00cb01,10000,100,441813827,35000034,551578346,586578346,37053911,586578380
0b000c01,0b00cb01,10000,100,443033490,35000070,553000882,623000882,37156169,588000952
0b000e01,0b00cb01,10000,100,442850231,35000090,554337043,659337043,37140806,589337133
0b000701,0b00cb01,10000,100,442791930,35000051,554453607,589453607,37135915,589453658
0b000101,0b00cb01,10000,100,441610566,70000004,549413835,584413835,37036871,619413839
0b000d01,0b00cb01,10000,100,442579512,70000080,549690994,619690994,37118108,619691074
0b000201,0b00cb01,10000,100,442429273,70000009,549703576,584703576,37105513,619703585
0b000601,0b00cb01,10000,100,442825002,70000036,549820720,584820720,37138692,619820756
0b000901,0b00cb01,10000,100,442369121,70000059,550328005,620328005,37100470,620328064
0b000b01,0b00cb01,10000,100,443686486,70000063,550345769,620345769,37210916,620345832
0b000001,0b00cb01,10000,100,442518303,105000000,519487199,519487199,37112977,624487199
0b000301,0b00cb01,10000,100,442572752,105000022,519725545,554725545,37117540,624725567
