src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000b01,0b00cb01,10000,100,441610566,56,578710230,578710230,37036871,578710286
0b000901,0b00cb01,10000,100,442496649,52,581974762,581974762,37111160,581974814
0b000601,0b00cb01,10000,100,443686486,41,581993656,581993656,37210916,581993697
0b000801,0b00cb01,10000,100,442727168,51,582041637,582041637,37130488,582041688
0b000301,0b00cb01,10000,100,442825002,28,582169770,582169770,37138692,582169798
0b000401,0b00cb01,10000,100,442369121,39,582598756,582598756,37100470,582598795
0b000101,0b00cb01,10000,100,443033490,19,585415839,585415839,37156169,585415858
0b000c01,0b00cb01,10000,100,442572752,63,586209833,586209833,37117540,586209896
0b000f01,0b00cb01,10000,100,442579512,84,586224389,586224389,37118108,586224473
0b000001,0b00cb01,10000,100,441813827,17,586417913,586417913,37053911,586417930
0b000501,0b00cb01,10000,100,441910758,40,586975255,586975255,37062038,586975295
0b000201,0b00cb01,10000,100,442429273,22,587522174,587522174,37105513,587522196
0b000701,0b00cb01,10000,100,442518303,51,588077109,588077109,37112977,588077160
0b000e01,0b00cb01,10000,100,442299518,73,588811392,588811392,37094633,588811465
0b000a01,0b00cb01,10000,100,442791930,54,591609243,591609243,37135915,591609297
0b000d01,0b00cb01,10000,100,442850231,68,593111703,593111703,37140806,593111771
