src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000901,0b001801,10000,100,442622950,122000000,36745838,37117708,158745838
0b000401,0b001801,10000,100,442622950,175000000,89167655,37117708,264167655
0b000301,0b001801,10000,100,442622950,196000000,155379251,37117708,351379251
0b000701,0b001801,10000,100,442622950,207000000,151301950,37117708,358301950
0b000501,0b001801,10000,100,442622950,196000000,164537277,37117708,360537277
0b000101,0b001801,10000,100,442622950,244000000,133324616,37117708,377324616
0b000801,0b001801,10000,100,442622950,323000000,76502791,37117708,399502791
0b000601,0b001801,10000,100,442622950,467000000,59053660,37117708,526053660
0b000201,0b001801,10000,100,442622950,488000000,77047648,37117708,565047648
0b000001,0b001801,10000,100,442622950,515000000,64939828,37117708,579939828
