src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000601,0b00cb01,10000,100,443416361,14,1139744873,1139744873,37188270,1139744887
0b001f01,0b00cb01,10000,100,441800063,98,1145255582,1145255582,37052760,1145255680
0b000c01,0b00cb01,10000,100,443033490,37,1150333875,1150333875,37156169,1150333912
0b000a01,0b00cb01,10000,100,442429273,30,1155261617,1155261617,37105513,1155261647
0b001701,0b00cb01,10000,100,442055212,66,1159260624,1159260624,37074152,1159260690
0b000d01,0b00cb01,10000,100,442369121,38,1160613565,1160613565,37100470,1160613603
0b001d01,0b00cb01,10000,100,442496649,91,1162842781,1162842781,37111160,1162842872
0b001a01,0b00cb01,10000,100,442791930,87,1163281269,1163281269,37135915,1163281356
0b000401,0b00cb01,10000,100,442572752,12,1164907958,1164907958,37117540,1164907970
0b000901,0b00cb01,10000,100,442444248,26,1165504903,1165504903,37106768,1165504929
0b001101,0b00cb01,10000,100,441813827,48,1168074962,1168074962,37053911,1168075010
0b001601,0b00cb01,10000,100,441749666,63,1168139578,1168139578,37048533,1168139641
0b001e01,0b00cb01,10000,100,442579512,93,1168839282,1168839282,37118108,1168839375
0b001801,0b00cb01,10000,100,441910758,72,1169235941,1169235941,37062038,1169236013
0b001c01,0b00cb01,10000,100,442251144,91,1170029666,1170029666,37090579,1170029757
0b001201,0b00cb01,10000,100,442299518,56,1170051741,1170051741,37094633,1170051797
0b001001,0b00cb01,10000,100,441908201,45,1170300300,1170300300,37061826,1170300345
0b001901,0b00cb01,10000,100,442727168,75,1170397661,1170397661,37130488,1170397736
0b001501,0b00cb01,10000,100,442117240,60,1170539182,1170539182,37079352,1170539242
0b000201,0b00cb01,10000,100,441988043,6,1170775476,1170775476,37068521,1170775482
0b001b01,0b00cb01,10000,100,443143842,90,1170988120,1170988120,37165420,1170988210
0b000101,0b00cb01,10000,100,442825002,6,1173546435,1173546435,37138692,1173546441
0b000e01,0b00cb01,10000,100,442973506,41,1174131165,1174131165,37151140,1174131206
0b000301,0b00cb01,10000,100,442448053,6,1174709428,1174709428,37107088,1174709434
0b000f01,0b00cb01,10000,100,443686486,44,1175043896,1175043896,37210916,1175043940
0b001401,0b00cb01,10000,100,442518303,58,1175675861,1175675861,37112977,1175675919
0b001301,0b00cb01,10000,100,442776184,57,1176014664,1176014664,37134598,1176014721
0b000501,0b00cb01,10000,100,441896576,14,1176203651,1176203651,37060850,1176203665
0b000701,0b00cb01,10000,100,444188902,15,1176310157,1176310157,37253037,1176310172
0b000b01,0b00cb01,10000,100,441610566,34,1176403263,1176403263,37036871,1176403297
0b000001,0b00cb01,10000,100,442850231,3,1176418295,1176418295,37140806,1176418298
0b000801,0b00cb01,10000,100,442751047,23,1177206556,1177206556,37132491,1177206579
