src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000501,0b001801,10000,100,442622950,37000000,76416001,37117708,113416001
0b000801,0b001801,10000,100,442622950,44000000,91895514,37117708,135895514
0b000301,0b001801,10000,100,442622950,94000000,138608899,37117708,232608899
0b000601,0b001801,10000,100,442622950,119000000,153368726,37117708,272368726
0b000901,0b001801,10000,100,442622950,129000000,150215083,37117708,279215083
0b000401,0b001801,10000,100,442622950,164000000,130949030,37117708,294949030
0b000701,0b001801,10000,100,442622950,204000000,151800407,37117708,355800407
0b000001,0b001801,10000,100,442622950,253000000,128719260,37117708,381719260
0b000201,0b001801,10000,100,442622950,300000000,109536226,37117708,409536226
0b000101,0b001801,10000,100,442622950,318000000,95127462,37117708,413127462
