src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b001101,0b00cb01,10000,100,441813827,35,975007406,1080007406,37053911,975007441
0b001701,0b00cb01,10000,100,444188902,63,975282681,1151282681,37253037,975282744
0b001f01,0b00cb01,10000,100,442825002,97,978473337,1189473337,37138692,978473434
0b000801,0b00cb01,10000,100,442444248,14,981891050,981891050,37106768,981891064
0b001a01,0b00cb01,10000,100,443143842,76,991342850,1167342850,37165420,991342926
0b000501,0b00cb01,10000,100,442055212,10,992002205,992002205,37074152,992002215
0b000201,0b00cb01,10000,100,443416361,8,994947577,994947577,37188270,994947585
0b001901,0b00cb01,10000,100,442496649,75,1008098258,1184098258,37111160,1008098333
0b000701,0b00cb01,10000,100,442572752,13,1011003798,1011003798,37117540,1011003811
0b000f01,0b00cb01,10000,100,442973506,35000030,989945083,1059945083,37151140,1024945113
0b001801,0b00cb01,10000,100,442518303,35000063,1009648142,1185648142,37112977,1044648205
0b000001,0b00cb01,10000,100,441910758,35000001,1024793094,1024793094,37062038,1059793095
0b000e01,0b00cb01,10000,100,442751047,70000029,1025987537,1095987537,37132491,1095987566
0b001601,0b00cb01,10000,100,441749666,70000063,1028416324,1169416324,37048533,1098416387
0b000101,0b00cb01,10000,100,441908201,70000007,1035799565,1035799565,37061826,1105799572
0b001501,0b00cb01,10000,100,442727168,70000062,1046811610,1151811610,37130488,1116811672
0b000601,0b00cb01,10000,100,442579512,70000012,1052688184,1052688184,37118108,1122688196
0b000b01,0b00cb01,10000,100,441896576,105000019,1032092980,1067092980,37060850,1137092999
0b000901,0b00cb01,10000,100,443686486,141000015,997966618,1032966618,37210916,1138966633
0b001001,0b00cb01,10000,100,442776184,105000034,1036508199,1106508199,37134598,1141508233
0b001201,0b00cb01,10000,100,442251144,105000049,1039452755,1144452755,37090579,1144452804
0b001c01,0b00cb01,10000,100,442369121,105000084,1041888032,1252888032,37100470,1146888116
0b000d01,0b00cb01,10000,100,442448053,105000026,1048007147,1118007147,37107088,1153007173
0b001401,0b00cb01,10000,100,441988043,176000061,986325960,1091325960,37068521,1162326021
0b000c01,0b00cb01,10000,100,443033490,176000021,989126657,1059126657,37156169,1165126678
0b000a01,0b00cb01,10000,100,442850231,176000015,997725423,1032725423,37140806,1173725438
0b000401,0b00cb01,10000,100,442791930,211000009,963487113,963487113,37135915,1174487122
0b001e01,0b00cb01,10000,100,442299518,176000093,1000269087,1211269087,37094633,1176269180
0b000301,0b00cb01,10000,100,441800063,211000009,965761921,965761921,37052760,1176761930
0b001301,0b00cb01,10000,100,442117240,176000056,1001006581,1106006581,37079352,1177006637
0b001b01,0b00cb01,10000,100,442429273,211000083,966536232,1142536232,37105513,1177536315
0b001d01,0b00cb01,10000,100,441610566,211000086,969017848,1180017848,37036871,1180017934
