src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000601,0b001801,10000,100,442622950,3000000,107038935,37117708,110038935
0b000101,0b001801,10000,100,442622950,8000000,111272034,37117708,119272034
0b000501,0b001801,10000,100,442622950,30000000,113357286,37117708,143357286
0b000701,0b001801,10000,100,442622950,82000000,77008262,37117708,159008262
0b000801,0b001801,10000,100,442622950,227000000,104171934,37117708,331171934
0b000901,0b001801,10000,100,442622950,233000000,109778943,37117708,342778943
0b000401,0b001801,10000,100,442622950,237000000,106970416,37117708,343970416
0b000201,0b001801,10000,100,442622950,359000000,77801312,37117708,436801312
0b000301,0b001801,10000,100,442622950,359000000,77938553,37117708,436938553
0b000001,0b001801,10000,100,442622950,466000000,39153551,37117708,505153551
