src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b001801,10000,100,442622950,35000000,53077671,37117708,88077671
0b000301,0b001801,10000,100,442622950,60000000,114359363,37117708,174359363
0b000701,0b001801,10000,100,442622950,80000000,96620836,37117708,176620836
0b000801,0b001801,10000,100,442622950,107000000,97482352,37117708,204482352
0b000101,0b001801,10000,100,442622950,210000000,76369534,37117708,286369534
0b000901,0b001801,10000,100,442622950,190000000,191177516,37117708,381177516
0b000601,0b001801,10000,100,442622950,190000000,193649440,37117708,383649440
0b000501,0b001801,10000,100,442622950,290000000,98681335,37117708,388681335
0b000001,0b001801,10000,100,442622950,275000000,150822580,37117708,425822580
0b000401,0b001801,10000,100,442622950,349000000,92974523,37117708,441974523
