src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b001601,0b00cb01,10000,100,442369121,79,1195605007,1195605007,37100470,1195605086
0b001a01,0b00cb01,10000,100,441813827,88,1196936081,1196936081,37053911,1196936169
0b001c01,0b00cb01,10000,100,443416361,91,1196955532,1196955532,37188270,1196955623
0b001201,0b00cb01,10000,100,442117240,72,1198403178,1198403178,37079352,1198403250
0b001f01,0b00cb01,10000,100,442727168,99,1201852314,1201852314,37130488,1201852413
0b001101,0b00cb01,10000,100,442973506,71,1203317095,1203317095,37151140,1203317166
0b000901,0b00cb01,10000,100,442299518,45,1205964867,1205964867,37094633,1205964912
0b000a01,0b00cb01,10000,100,441896576,50,1207498243,1207498243,37060850,1207498293
0b000e01,0b00cb01,10000,100,443686486,70,1208088032,1208088032,37210916,1208088102
0b000001,0b00cb01,10000,100,441610566,0,1209062751,1209062751,37036871,1209062751
0b000101,0b00cb01,10000,100,441800063,12,1209664331,1209664331,37052760,1209664343
0b001b01,0b00cb01,10000,100,442251144,88,1211151656,1211151656,37090579,1211151744
0b001801,0b00cb01,10000,100,442579512,88,1213478670,1213478670,37118108,1213478758
0b000b01,0b00cb01,10000,100,442496649,52,1213651152,1213651152,37111160,1213651204
0b001301,0b00cb01,10000,100,442444248,75,1217808636,1217808636,37106768,1217808711
0b001d01,0b00cb01,10000,100,441749666,93,1218561070,1218561070,37048533,1218561163
0b000301,0b00cb01,10000,100,442791930,23,1219948978,1219948978,37135915,1219949001
0b000401,0b00cb01,10000,100,443033490,24,1220329044,1220329044,37156169,1220329068
0b000201,0b00cb01,10000,100,442776184,21,1220944249,1220944249,37134598,1220944270
0b001401,0b00cb01,10000,100,442055212,75,1221230850,1221230850,37074152,1221230925
0b000d01,0b00cb01,10000,100,441908201,67,1224891158,1224891158,37061826,1224891225
0b000701,0b00cb01,10000,100,442850231,44,1225689672,1225689672,37140806,1225689716
0b001901,0b00cb01,10000,100,442448053,88,1226208418,1226208418,37107088,1226208506
0b000601,0b00cb01,10000,100,443143842,30,1232529936,1232529936,37165420,1232529966
0b001701,0b00cb01,10000,100,442572752,88,1234917406,1234917406,37117540,1234917494
0b000c01,0b00cb01,10000,100,441988043,66,1235325493,1235325493,37068521,1235325559
0b000501,0b00cb01,10000,100,444188902,25,1237680569,1237680569,37253037,1237680594
0b001501,0b00cb01,10000,100,442751047,78,1241041230,1241041230,37132491,1241041308
0b000f01,0b00cb01,10000,100,441910758,71,1244535528,1244535528,37062038,1244535599
0b000801,0b00cb01,10000,100,442429273,45,1248727511,1248727511,37105513,1248727556
0b001e01,0b00cb01,10000,100,442518303,93,1256240349,1256240349,37112977,1256240442
0b001001,0b00cb01,10000,100,442825002,71,1264674208,1264674208,37138692,1264674279
