src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000801,0b00cb01,10000,100,442727168,54,552419084,552419084,37130488,552419138
0b000f01,0b00cb01,10000,100,442572752,94,561513915,561513915,37117540,561514009
0b000301,0b00cb01,10000,100,442518303,10,568932805,568932805,37112977,568932815
0b000901,0b00cb01,10000,100,443686486,55,570192610,570192610,37210916,570192665
0b000c01,0b00cb01,10000,100,441610566,65,575420391,575420391,37036871,575420456
0b000b01,0b00cb01,10000,100,442825002,59,576314892,576314892,37138692,576314951
0b000701,0b00cb01,10000,100,443033490,52,577574887,577574887,37156169,577574939
0b000601,0b00cb01,10000,100,442791930,48,579638567,579638567,37135915,579638615
0b000a01,0b00cb01,10000,100,442496649,58,581235526,581235526,37111160,581235584
0b000201,0b00cb01,10000,100,442850231,6,581259338,581259338,37140806,581259344
0b000e01,0b00cb01,10000,100,442579512,88,585729934,585729934,37118108,585730022
0b000d01,0b00cb01,10000,100,442429273,70,586528105,586528105,37105513,586528175
0b000001,0b00cb01,10000,100,442299518,3,586903087,586903087,37094633,586903090
0b000101,0b00cb01,10000,100,441813827,5,587308729,587308729,37053911,587308734
0b000501,0b00cb01,10000,100,441910758,34,588083594,588083594,37062038,588083628
0b000401,0b00cb01,10000,100,442369121,18,589769563,589769563,37100470,589769581
