src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b001801,10000,100,442622950,42000000,36745838,37117708,78745838
0b000101,0b001801,10000,100,442622950,132000000,36745838,37117708,168745838
0b000801,0b001801,10000,100,442622950,175000000,42154131,37117708,217154131
0b000501,0b001801,10000,100,442622950,207000000,44743937,37117708,251743937
0b000601,0b001801,10000,100,442622950,249000000,41833820,37117708,290833820
0b000201,0b001801,10000,100,442622950,329000000,36745838,37117708,365745838
0b000401,0b001801,10000,100,442622950,414000000,36745838,37117708,450745838
0b000701,0b001801,10000,100,442622950,509000000,89863962,37117708,598863962
0b000901,0b001801,10000,100,442622950,520000000,98993992,37117708,618993992
0b000001,0b001801,10000,100,442622950,525000000,96657879,37117708,621657879
