src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000501,0b001801,10000,100,442622950,15000000,36745838,37117708,51745838
0b000301,0b001801,10000,100,442622950,84000000,64547272,37117708,148547272
0b000401,0b001801,10000,100,442622950,95000000,97366024,37117708,192366024
0b000701,0b001801,10000,100,442622950,148000000,112624391,37117708,260624391
0b000601,0b001801,10000,100,442622950,143000000,136430959,37117708,279430959
0b000901,0b001801,10000,100,442622950,185000000,119490565,37117708,304490565
0b000801,0b001801,10000,100,442622950,207000000,100716278,37117708,307716278
0b000001,0b001801,10000,100,442622950,408000000,41965438,37117708,449965438
0b000101,0b001801,10000,100,442622950,440000000,44369525,37117708,484369525
0b000201,0b001801,10000,100,442622950,483000000,39482715,37117708,522482715
