src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b00cb01,10000,100,442579512,35,366464612,366464647,37118108,366464647
0b000401,0b00cb01,10000,100,443686486,54,369392861,369392915,37210916,369392915
0b000301,0b00cb01,10000,100,442791930,54,371447885,371447939,37135915,371447939
0b000501,0b00cb01,10000,100,442429273,55,371724128,371724183,37105513,371724183
0b000901,0b00cb01,10000,100,442518303,71,372194573,372194644,37112977,372194644
0b000701,0b00cb01,10000,100,441910758,65,375804513,375804578,37062038,375804578
0b000801,0b00cb01,10000,100,442572752,65,378714475,378714540,37117540,378714540
0b000101,0b00cb01,10000,100,443033490,23,379372815,379372838,37156169,379372838
0b000601,0b00cb01,10000,100,442496649,59,379384829,379384888,37111160,379384888
0b000001,0b00cb01,10000,100,442369121,23,382987971,382987994,37100470,382987994
