src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000401,0b001801,10000,100,442622950,29000000,36745838,37117708,65745838
0b000001,0b001801,10000,100,442622950,75000000,132858818,37117708,207858818
0b000901,0b001801,10000,100,442622950,75000000,152419423,37117708,227419423
0b000701,0b001801,10000,100,442622950,101000000,152848274,37117708,253848274
0b000501,0b001801,10000,100,442622950,133000000,150386607,37117708,283386607
0b000601,0b001801,10000,100,442622950,146000000,149478584,37117708,295478584
0b000201,0b001801,10000,100,442622950,183000000,120300092,37117708,303300092
0b000101,0b001801,10000,100,442622950,307000000,77058485,37117708,384058485
0b000301,0b001801,10000,100,442622950,339000000,80507578,37117708,419507578
0b000801,0b001801,10000,100,442622950,322000000,99195544,37117708,421195544
