src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000801,0b00cb01,10000,100,443686486,78,352781943,352782021,37210916,352782021
0b000501,0b00cb01,10000,100,442518303,50,354495202,354495252,37112977,354495252
0b000001,0b00cb01,10000,100,441910758,4,357533195,357533199,37062038,357533199
0b000101,0b00cb01,10000,100,442572752,11,359720324,359720335,37117540,359720335
0b000601,0b00cb01,10000,100,442496649,73,361022133,361022206,37111160,361022206
0b000301,0b00cb01,10000,100,443033490,42,362396927,362396969,37156169,362396969
0b000201,0b00cb01,10000,100,442579512,36,365931354,365931390,37118108,365931390
0b000701,0b00cb01,10000,100,442791930,75,369279225,369279300,37135915,369279300
0b000901,0b00cb01,10000,100,442369121,80,369470023,369470103,37100470,369470103
0b000401,0b00cb01,10000,100,442429273,47,372035198,372035245,37105513,372035245
