src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000101,0b001801,10000,100,442622950,18000000,254399808,37117708,272399808
0b000901,0b001801,10000,100,442622950,22000000,291571651,37117708,313571651
0b000301,0b001801,10000,100,442622950,26000000,292415061,37117708,318415061
0b000601,0b001801,10000,100,442622950,29000000,307914315,37117708,336914315
0b000201,0b001801,10000,100,442622950,48000000,307969397,37117708,355969397
0b000401,0b001801,10000,100,442622950,43000000,315175266,37117708,358175266
0b000001,0b001801,10000,100,442622950,52000000,306468790,37117708,358468790
0b000801,0b001801,10000,100,442622950,101000000,281957055,37117708,382957055
0b000501,0b001801,10000,100,442622950,146000000,243066029,37117708,389066029
0b000701,0b001801,10000,100,442622950,146000000,244254610,37117708,390254610
