src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b00cb01,10000,100,442496649,40,327458661,327458661,37111160,327458701
0b000701,0b00cb01,10000,100,442429273,73,336117773,406117773,37105513,336117846
0b000001,0b00cb01,10000,100,442791930,13,336508100,336508100,37135915,336508113
0b000801,0b00cb01,10000,100,441910758,78,340868013,410868013,37062038,340868091
0b000201,0b00cb01,10000,100,443686486,39,344124343,344124343,37210916,344124382
0b000501,0b00cb01,10000,100,442518303,44,349923939,349923939,37112977,349923983
0b000401,0b00cb01,10000,100,442369121,40,349970104,349970104,37100470,349970144
0b000601,0b00cb01,10000,100,443033490,70000065,302482149,302482149,37156169,372482214
0b000901,0b00cb01,10000,100,442579512,70000099,303271830,373271830,37118108,373271929
0b000101,0b00cb01,10000,100,442572752,70000032,303892895,303892895,37117540,373892927
