src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000701,0b001801,10000,100,442622950,25000000,58831333,37117708,83831333
0b000801,0b001801,10000,100,442622950,41000000,64985960,37117708,105985960
0b000401,0b001801,10000,100,442622950,143000000,38731000,37117708,181731000
0b000601,0b001801,10000,100,442622950,178000000,60239034,37117708,238239034
0b000501,0b001801,10000,100,442622950,204000000,87741483,37117708,291741483
0b000201,0b001801,10000,100,442622950,244000000,139971210,37117708,383971210
0b000301,0b001801,10000,100,442622950,268000000,137153020,37117708,405153020
0b000101,0b001801,10000,100,442622950,272000000,145462685,37117708,417462685
0b000901,0b001801,10000,100,442622950,326000000,116989639,37117708,442989639
0b000001,0b001801,10000,100,442622950,323000000,132727253,37117708,455727253
