src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b001801,10000,100,442622950,35000000,36745838,37117708,71745838
0b000101,0b001801,10000,100,442622950,126000000,87621528,37117708,213621528
0b000501,0b001801,10000,100,442622950,153000000,165856914,37117708,318856914
0b000201,0b001801,10000,100,442622950,271000000,114428549,37117708,385428549
0b000401,0b001801,10000,100,442622950,143000000,261699571,37117708,404699571
0b000601,0b001801,10000,100,442622950,252000000,162996608,37117708,414996608
0b000901,0b001801,10000,100,442622950,198000000,241346637,37117708,439346637
0b000701,0b001801,10000,100,442622950,249000000,218176665,37117708,467176665
0b000801,0b001801,10000,100,442622950,233000000,237136485,37117708,470136485
0b000001,0b001801,10000,100,442622950,228000000,267915521,37117708,495915521
