src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b001801,10000,100,442622950,0,68853204,37117708,68853204
0b000101,0b001801,10000,100,442622950,0,76887075,37117708,76887075
