src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b001801,10000,100,442622950,24000000,40118385,37117708,64118385
0b000801,0b001801,10000,100,442622950,58000000,63285804,37117708,121285804
0b000001,0b001801,10000,100,442622950,102000000,182746459,37117708,284746459
0b000101,0b001801,10000,100,442622950,192000000,145965935,37117708,337965935
0b000601,0b001801,10000,100,442622950,208000000,130032762,37117708,338032762
0b000201,0b001801,10000,100,442622950,179000000,192461505,37117708,371461505
0b000501,0b001801,10000,100,442622950,143000000,272209029,37117708,415209029
0b000901,0b001801,10000,100,442622950,167000000,259542580,37117708,426542580
0b000701,0b001801,10000,100,442622950,137000000,303445524,37117708,440445524
0b000401,0b001801,10000,100,442622950,163000000,283797661,37117708,446797661
