src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b003b01,0b00cb01,10000,100,443136026,86,1313667090,1702667090,37164768,1313667176
0b001201,0b00cb01,10000,100,442579512,28,1324029385,1430029385,37118108,1324029413
0b002f01,0b00cb01,10000,100,442817923,74,1338498560,1691498560,37138094,1338498634
0b000701,0b00cb01,10000,100,442727168,35000010,1730036344,1800036344,37130488,1765036354
0b000801,0b00cb01,10000,100,442487955,35000011,1736571283,1806571283,37110430,1771571294
0b001901,0b00cb01,10000,100,442251144,176000034,1973066399,2149066399,37090579,2149066433
0b003001,0b00cb01,10000,100,443143842,176000076,1980605614,2333605614,37165420,2156605690
0b003601,0b00cb01,10000,100,442270374,176000083,1980921236,2333921236,37092190,2156921319
0b003101,0b00cb01,10000,100,442825002,176000077,1985830368,2338830368,37138692,2161830445
0b002d01,0b00cb01,10000,100,442572752,141000071,2049740545,2367740545,37117540,2190740616
0b000f01,0b00cb01,10000,100,442299518,141000024,2050372448,2156372448,37094633,2191372472
0b001101,0b00cb01,10000,100,441813827,70000027,2123364332,2229364332,37053911,2193364359
0b000301,0b00cb01,10000,100,442448053,141000005,2052771490,2087771490,37107088,2193771495
0b001c01,0b00cb01,10000,100,443065239,141000041,2060444789,2272444789,37158832,2201444830
0b003a01,0b00cb01,10000,100,441610566,70000085,2143594074,2532594074,37036871,2213594159
0b002401,0b00cb01,10000,100,442429273,70000052,2144182476,2391182476,37105513,2214182528
0b000e01,0b00cb01,10000,100,442510405,70000023,2146496117,2252496117,37112314,2216496140
0b001501,0b00cb01,10000,100,442496649,70000030,2146834463,2287834463,37111160,2216834493
0b001401,0b00cb01,10000,100,442791930,70000030,2148566832,2289566832,37135915,2218566862
0b001d01,0b00cb01,10000,100,442383141,70000042,2153101917,2365101917,37101645,2223101959
0b000601,0b00cb01,10000,100,442399593,106000008,2187084143,2257084143,37103023,2293084151
0b002a01,0b00cb01,10000,100,441910758,106000061,2190530454,2473530454,37062038,2296530515
0b003e01,0b00cb01,10000,100,442973506,106000096,2195158427,2619158427,37151140,2301158523
0b001801,0b00cb01,10000,100,442945507,106000033,2195315238,2371315238,37148793,2301315271
0b001a01,0b00cb01,10000,100,442751047,106000038,2195320184,2371320184,37132491,2301320222
0b000501,0b00cb01,10000,100,442882945,106000007,2196579082,2266579082,37143546,2302579089
0b001b01,0b00cb01,10000,100,443214934,106000039,2197311076,2373311076,37171380,2303311115
0b003201,0b00cb01,10000,100,442413823,106000078,2197559589,2550559589,37104215,2303559667
0b002e01,0b00cb01,10000,100,441908201,247000071,2109331963,2462331963,37061826,2356332034
0b002201,0b00cb01,10000,100,441749666,247000046,2111538726,2323538726,37048533,2358538772
0b002501,0b00cb01,10000,100,442444248,212000053,2148860889,2395860889,37106768,2360860942
0b000d01,0b00cb01,10000,100,441988043,212000023,2148895620,2254895620,37068521,2360895643
0b001701,0b00cb01,10000,100,442850231,247000033,2115231487,2256231487,37140806,2362231520
0b002801,0b00cb01,10000,100,442641479,212000059,2151755220,2434755220,37123303,2363755279
0b000401,0b00cb01,10000,100,442518303,212000006,2153054697,2188054697,37112977,2365054703
0b003801,0b00cb01,10000,100,442117240,212000084,2156984167,2509984167,37079352,2368984251
0b002001,0b00cb01,10000,100,442591048,212000044,2158539829,2370539829,37119077,2370539873
0b002101,0b00cb01,10000,100,443108392,212000044,2159509549,2371509549,37162449,2371509593
0b001301,0b00cb01,10000,100,442865639,212000029,2161540769,2267540769,37142096,2373540798
0b002901,0b00cb01,10000,100,441866045,318000061,2067979489,2350979489,37058292,2385979550
0b000101,0b00cb01,10000,100,442086526,318000002,2069197210,2069197210,37076776,2387197212
0b003501,0b00cb01,10000,100,441896576,283000082,2112483691,2465483691,37060850,2395483773
0b003701,0b00cb01,10000,100,441947869,283000083,2114339444,2467339444,37065149,2397339527
0b000c01,0b00cb01,10000,100,442570820,283000022,2115518281,2221518281,37117378,2398518303
0b000201,0b00cb01,10000,100,442369121,353000004,2049319140,2049319140,37100470,2402319144
0b002c01,0b00cb01,10000,100,442055212,283000069,2120803627,2438803627,37074152,2403803696
0b001f01,0b00cb01,10000,100,442776184,283000044,2122131451,2334131451,37134598,2405131495
0b001601,0b00cb01,10000,100,442185918,353000033,2053181801,2194181801,37085107,2406181834
0b000001,0b00cb01,10000,100,442543046,353000000,2054378613,2054378613,37115052,2407378613
0b001001,0b00cb01,10000,100,441800063,353000024,2054559301,2160559301,37052760,2407559325
0b000b01,0b00cb01,10000,100,443074581,353000019,2055138611,2125138611,37159614,2408138630
0b002b01,0b00cb01,10000,100,442305901,353000065,2056671645,2339671645,37095167,2409671710
0b002701,0b00cb01,10000,100,441873128,353000057,2056759952,2339759952,37058886,2409760009
0b000a01,0b00cb01,10000,100,444188902,353000018,2057459667,2127459667,37253037,2410459685
0b002601,0b00cb01,10000,100,443416361,353000053,2057831103,2304831103,37188270,2410831156
0b003d01,0b00cb01,10000,100,443033490,353000089,2059651810,2483651810,37156169,2412651899
0b003f01,0b00cb01,10000,100,442922748,353000098,2061117562,2485117562,37146884,2414117660
0b003401,0b00cb01,10000,100,443280227,389000080,2038433189,2391433189,37176857,2427433269
0b003901,0b00cb01,10000,100,442560783,389000084,2041778092,2430778092,37116536,2430778176
0b000901,0b00cb01,10000,100,442512341,389000014,2042424815,2112424815,37112477,2431424829
0b003301,0b00cb01,10000,100,442403018,424000078,2010575595,2363575595,37103312,2434575673
0b002301,0b00cb01,10000,100,443686486,424000050,2011331414,2223331414,37210916,2435331464
0b001e01,0b00cb01,10000,100,442696687,424000043,2011360390,2223360390,37127931,2435360433
0b003c01,0b00cb01,10000,100,442438326,424000086,2012836923,2436836923,37106271,2436837009
