src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b001801,10000,100,442622950,37000000,36745838,37117708,73745838
0b000901,0b001801,10000,100,442622950,97000000,36745838,37117708,133745838
0b000701,0b001801,10000,100,442622950,200000000,204261691,37117708,404261691
0b000801,0b001801,10000,100,442622950,270000000,174368479,37117708,444368479
0b000001,0b001801,10000,100,442622950,344000000,115443767,37117708,459443767
0b000201,0b001801,10000,100,442622950,243000000,234440689,37117708,477440689
0b000601,0b001801,10000,100,442622950,311000000,167563454,37117708,478563454
0b000501,0b001801,10000,100,442622950,187000000,293723912,37117708,480723912
0b000101,0b001801,10000,100,442622950,197000000,295981668,37117708,492981668
0b000401,0b001801,10000,100,442622950,195000000,325128266,37117708,520128266
