src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000801,0b001801,10000,100,442622950,34000000,86763383,37117708,120763383
0b000501,0b001801,10000,100,442622950,57000000,253004636,37117708,310004636
0b000301,0b001801,10000,100,442622950,73000000,297577308,37117708,370577308
0b000201,0b001801,10000,100,442622950,79000000,302356520,37117708,381356520
0b000001,0b001801,10000,100,442622950,83000000,302955708,37117708,385955708
0b000901,0b001801,10000,100,442622950,87000000,301192842,37117708,388192842
0b000401,0b001801,10000,100,442622950,112000000,293555942,37117708,405555942
0b000101,0b001801,10000,100,442622950,146000000,275057172,37117708,421057172
0b000601,0b001801,10000,100,442622950,151000000,271698621,37117708,422698621
0b000701,0b001801,10000,100,442622950,166000000,258508989,37117708,424508989
