src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000101,0b001801,10000,100,442622950,77000000,79129529,37117708,156129529
0b000701,0b001801,10000,100,442622950,81000000,91695087,37117708,172695087
0b000001,0b001801,10000,100,442622950,144000000,74401704,37117708,218401704
0b000401,0b001801,10000,100,442622950,140000000,130445921,37117708,270445921
0b000601,0b001801,10000,100,442622950,234000000,104680153,37117708,338680153
0b000801,0b001801,10000,100,442622950,276000000,119662907,37117708,395662907
0b000501,0b001801,10000,100,442622950,323000000,118200452,37117708,441200452
0b000901,0b001801,10000,100,442622950,352000000,104453450,37117708,456453450
0b000201,0b001801,10000,100,442622950,271000000,210090631,37117708,481090631
0b000301,0b001801,10000,100,442622950,267000000,231902806,37117708,498902806
