src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b001801,10000,100,442622950,36000000,62714789,37117708,98714789
0b000701,0b001801,10000,100,442622950,60000000,198407239,37117708,258407239
0b000101,0b001801,10000,100,442622950,83000000,258356098,37117708,341356098
0b000301,0b001801,10000,100,442622950,87000000,265205591,37117708,352205591
0b000201,0b001801,10000,100,442622950,96000000,264792148,37117708,360792148
0b000901,0b001801,10000,100,442622950,133000000,272997069,37117708,405997069
0b000501,0b001801,10000,100,442622950,150000000,268608032,37117708,418608032
0b000601,0b001801,10000,100,442622950,157000000,265968043,37117708,422968043
0b000801,0b001801,10000,100,442622950,167000000,259041488,37117708,426041488
0b000401,0b001801,10000,100,442622950,172000000,254451003,37117708,426451003
