src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000d01,0b00cb01,10000,100,442429273,94,298496642,403496642,37105513,298496736
0b000301,0b00cb01,10000,100,442496649,32,330454664,365454664,37111160,330454696
0b000f01,0b00cb01,10000,100,443686486,35000095,499838906,604838906,37210916,534839001
0b000101,0b00cb01,10000,100,442369121,35000013,505119212,505119212,37100470,540119225
0b000c01,0b00cb01,10000,100,442299518,35000088,508741219,613741219,37094633,543741307
0b000201,0b00cb01,10000,100,441813827,35000028,526656732,561656732,37053911,561656760
0b000001,0b00cb01,10000,100,443033490,35000003,530429814,530429814,37156169,565429817
0b000a01,0b00cb01,10000,100,442579512,35000086,530715212,600715212,37118108,565715298
0b000401,0b00cb01,10000,100,442572752,70000036,502685446,537685446,37117540,572685482
0b000801,0b00cb01,10000,100,442791930,70000072,505703107,575703107,37135915,575703179
0b000b01,0b00cb01,10000,100,442850231,70000087,507223735,577223735,37140806,577223822
0b000501,0b00cb01,10000,100,441610566,70000045,507555604,542555604,37036871,577555649
0b000901,0b00cb01,10000,100,442727168,105000082,481831722,551831722,37130488,586831804
0b000701,0b00cb01,10000,100,441910758,105000063,483434155,518434155,37062038,588434218
0b000601,0b00cb01,10000,100,442518303,105000059,488829279,523829279,37112977,593829338
0b000e01,0b00cb01,10000,100,442825002,105000095,489108875,594108875,37138692,594108970
