src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000901,0b00cb01,10000,100,442579512,99,335672128,335672227,37118108,335672227
0b000001,0b00cb01,10000,100,442369121,5,345039065,345039070,37100470,345039070
0b000101,0b00cb01,10000,100,441910758,12,348402447,348402459,37062038,348402459
0b000201,0b00cb01,10000,100,442518303,27,349530655,349530682,37112977,349530682
0b000501,0b00cb01,10000,100,442429273,50,354246570,354246620,37105513,354246620
0b000601,0b00cb01,10000,100,442572752,83,358001355,358001438,37117540,358001438
0b000401,0b00cb01,10000,100,442496649,36,365266712,365266748,37111160,365266748
0b000801,0b00cb01,10000,100,443033490,98,368767206,368767304,37156169,368767304
0b000701,0b00cb01,10000,100,443686486,86,369304262,369304348,37210916,369304348
0b000301,0b00cb01,10000,100,442791930,30,369409692,369409722,37135915,369409722
