src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000701,0b001801,10000,100,442622950,28000000,146867459,37117708,174867459
0b000301,0b001801,10000,100,442622950,33000000,173586218,37117708,206586218
0b000101,0b001801,10000,100,442622950,45000000,218237356,37117708,263237356
0b000901,0b001801,10000,100,442622950,79000000,258015547,37117708,337015547
0b000001,0b001801,10000,100,442622950,109000000,262791701,37117708,371791701
0b000601,0b001801,10000,100,442622950,106000000,269080148,37117708,375080148
0b000801,0b001801,10000,100,442622950,127000000,259333864,37117708,386333864
0b000201,0b001801,10000,100,442622950,146000000,249288223,37117708,395288223
0b000501,0b001801,10000,100,442622950,164000000,235325551,37117708,399325551
0b000401,0b001801,10000,100,442622950,167000000,233596682,37117708,400596682
