src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000901,0b001801,10000,100,442622950,12000000,39161832,37117708,51161832
0b000301,0b001801,10000,100,442622950,134000000,66463820,37117708,200463820
0b000101,0b001801,10000,100,442622950,144000000,73643406,37117708,217643406
0b000801,0b001801,10000,100,442622950,206000000,59272610,37117708,265272610
0b000201,0b001801,10000,100,442622950,240000000,100363089,37117708,340363089
0b000601,0b001801,10000,100,442622950,258000000,105619129,37117708,363619129
0b000401,0b001801,10000,100,442622950,303000000,102667022,37117708,405667022
0b000001,0b001801,10000,100,442622950,308000000,99031490,37117708,407031490
0b000701,0b001801,10000,100,442622950,501000000,52434012,37117708,553434012
0b000501,0b001801,10000,100,442622950,527000000,52181293,37117708,579181293
