src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000601,0b00cb01,10000,100,443686486,68,203412735,273412735,37210916,203412803
0b000701,0b00cb01,10000,100,443033490,83,225328075,295328075,37156169,225328158
0b000801,0b00cb01,10000,100,441910758,35000093,309735970,379735970,37062038,344736063
0b000201,0b00cb01,10000,100,442791930,35000055,316501647,351501647,37135915,351501702
0b000401,0b00cb01,10000,100,442369121,35000059,318162984,353162984,37100470,353163043
0b000501,0b00cb01,10000,100,442518303,35000064,320459094,355459094,37112977,355459158
0b000901,0b00cb01,10000,100,442496649,70000097,303445389,373445389,37111160,373445486
0b000101,0b00cb01,10000,100,442572752,70000010,304014632,304014632,37117540,374014642
0b000001,0b00cb01,10000,100,442429273,70000002,304303601,304303601,37105513,374303603
0b000301,0b00cb01,10000,100,442579512,70000057,305185498,340185498,37118108,375185555
