src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b00cb01,10000,100,441610566,17,622780844,622780861,37036871,622780861
0b000a01,0b00cb01,10000,100,442299518,77,622961883,622961960,37094633,622961960
0b000c01,0b00cb01,10000,100,442496649,81,623140269,623140350,37111160,623140350
0b000e01,0b00cb01,10000,100,442791930,96,623640813,623640909,37135915,623640909
0b000301,0b00cb01,10000,100,442850231,39,623704721,623704760,37140806,623704760
0b000101,0b00cb01,10000,100,442579512,33,623771200,623771233,37118108,623771233
0b000601,0b00cb01,10000,100,443686486,67,623771974,623772041,37210916,623772041
0b000201,0b00cb01,10000,100,442727168,34,623920290,623920324,37130488,623920324
0b000d01,0b00cb01,10000,100,442572752,95,623929532,623929627,37117540,623929627
0b000b01,0b00cb01,10000,100,442518303,78,624063698,624063776,37112977,624063776
0b000f01,0b00cb01,10000,100,441910758,99,624260798,624260897,37062038,624260897
0b000801,0b00cb01,10000,100,443033490,76,624310759,624310835,37156169,624310835
0b000701,0b00cb01,10000,100,441813827,74,624377440,624377514,37053911,624377514
0b000901,0b00cb01,10000,100,442369121,77,624413989,624414066,37100470,624414066
0b000401,0b00cb01,10000,100,442429273,46,624450237,624450283,37105513,624450283
0b000501,0b00cb01,10000,100,442825002,51,624526094,624526145,37138692,624526145
