src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b001801,10000,100,442622950,26000000,36745838,37117708,62745838
0b000401,0b001801,10000,100,442622950,84000000,36745838,37117708,120745838
0b000801,0b001801,10000,100,442622950,318000000,115104827,37117708,433104827
0b000901,0b001801,10000,100,442622950,329000000,184915366,37117708,513915366
0b000501,0b001801,10000,100,442622950,345000000,200760204,37117708,545760204
0b000301,0b001801,10000,100,442622950,361000000,197283910,37117708,558283910
0b000001,0b001801,10000,100,442622950,408000000,179909803,37117708,587909803
0b000101,0b001801,10000,100,442622950,392000000,202584243,37117708,594584243
0b000701,0b001801,10000,100,442622950,414000000,182032127,37117708,596032127
0b000601,0b001801,10000,100,442622950,515000000,119543591,37117708,634543591
