src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000801,0b001801,10000,100,442622950,11000000,137924065,37117708,148924065
0b000201,0b001801,10000,100,442622950,14000000,145090945,37117708,159090945
0b000701,0b001801,10000,100,442622950,51000000,273391452,37117708,324391452
0b000001,0b001801,10000,100,442622950,69000000,290161541,37117708,359161541
0b000301,0b001801,10000,100,442622950,74000000,289237100,37117708,363237100
0b000601,0b001801,10000,100,442622950,91000000,279361915,37117708,370361915
0b000901,0b001801,10000,100,442622950,101000000,273892647,37117708,374892647
0b000101,0b001801,10000,100,442622950,83000000,291977484,37117708,374977484
0b000401,0b001801,10000,100,442622950,120000000,258069430,37117708,378069430
0b000501,0b001801,10000,100,442622950,135000000,249347019,37117708,384347019
